tradeDate,symbol,name,market,signalType,signalTime,entryTime,exitTime,entryPrice,exitPrice,grossReturn,netReturn,momentum5,momentum15,momentum30,rollingAmplitude30,intradayAmplitude,tailMomentum,averageAmount20,totalMarketCap,floatMarketCap,peTtm,pb,filterDataDate,roundTripCostBps
2026-06-22,000858,五 粮 液,SZ,ROLLING_MOMENTUM,2026-06-22 10:45:00,2026-06-22 10:46:00,2026-06-22 11:00:00,75.83999633789062,75.9000015258789,0.0007912076857301553,-0.0002087923142698447,0.008641338943504273,0.007703570514037139,0.008239239157236344,0.010515119717928734,0.015108934878798275,-0.006937156658529009,2449374625.75,294419967179.25,294407566235.2,10.354626,2.066167,2026-06-18,10
2026-06-22,000858,五 粮 液,SZ,ROLLING_MOMENTUM,2026-06-22 13:15:00,2026-06-22 13:16:00,2026-06-22 13:30:00,76.06999969482422,77.1500015258789,0.01419747384497727,0.01319747384497727,0.005417495125020544,0.005284633156063423,0.0038257687923151096,0.007279886170044048,0.017515677798604967,-0.004057659447601836,2449374625.75,294419967179.25,294407566235.2,10.354626,2.066167,2026-06-18,10
2026-06-22,000858,五 粮 液,SZ,ROLLING_MOMENTUM,2026-06-22 13:30:00,2026-06-22 13:31:00,2026-06-22 13:45:00,77.12000274658203,76.25,-0.011281155544572208,-0.012281155544572209,0.005867074257387417,0.013930940189314178,0.019289193253797077,0.02488095478503194,0.03543256442625253,0.00981675373063906,2449374625.75,294419967179.25,294407566235.2,10.354626,2.066167,2026-06-18,10
2026-06-25,000858,五 粮 液,SZ,ROLLING_MOMENTUM,2026-06-25 10:30:00,2026-06-25 10:31:00,2026-06-25 10:45:00,73.58999633789062,74.93000030517578,0.018209050604276245,0.017209050604276244,0.0029984132898079885,0.00450442522573935,0.0069785781890774334,0.012866171267694959,0.01508914199035516,-0.006614544830621849,2524605856.85,284521866766.5,284509882729.6,10.006514,1.996704,2026-06-24,10
2026-06-25,000858,五 粮 液,SZ,ROLLING_MOMENTUM,2026-06-25 10:45:00,2026-06-25 10:46:00,2026-06-25 11:00:00,74.88999938964844,75.55000305175781,0.00881297459591912,0.00781297459591912,0.0057718161768560705,0.018209050604276245,0.022795497136894216,0.03297309868464171,0.035665273246916485,0.011474061192109364,2524605856.85,284521866766.5,284509882729.6,10.006514,1.996704,2026-06-24,10
2026-06-25,000858,五 粮 液,SZ,ROLLING_MOMENTUM,2026-06-25 11:00:00,2026-06-25 11:01:00,2026-06-25 11:15:00,75.55999755859375,75.29000091552734,-0.0035732749045820356,-0.004573274904582036,0.0038533205859123676,0.008274426051740003,0.02663414609871384,0.03092217041038059,0.038134413183928295,0.01984342851469667,2524605856.85,284521866766.5,284509882729.6,10.006514,1.996704,2026-06-24,10
2026-06-25,000858,五 粮 液,SZ,TAIL_MOMENTUM,2026-06-25 14:45:00,2026-06-25 14:46:00,2026-06-25 15:00:00,74.62999725341797,75,0.0049578287578602165,0.0039578287578602165,0.0017449295760800787,0.007424344070854572,0.008922482382359709,0.010146104147430668,0.038134413183928295,0.007424344070854572,2524605856.85,284521866766.5,284509882729.6,10.006514,1.996704,2026-06-24,10
2026-06-30,000858,五 粮 液,SZ,ROLLING_MOMENTUM,2026-06-30 13:30:00,2026-06-30 13:31:00,2026-06-30 13:45:00,74,74.58000183105469,0.007837862581820065,0.006837862581820065,0.004476421942353648,0.008855606435508534,0.020113056723011447,0.022868215261816704,0.02498616092755901,0.0006757169156461629,2332607529.95,287238992370,287226893888,10.102074,2.015772,2026-06-29,10
2026-06-30,000858,五 粮 液,SZ,ROLLING_MOMENTUM,2026-06-30 13:45:00,2026-06-30 13:46:00,2026-06-30 14:00:00,74.5999984741211,73.68000030517578,-0.012332415385564177,-0.013332415385564178,0.00457979494973948,0.007157309351174979,0.016076298101434627,0.021682753282262546,0.03423516902204726,0.007837862581820065,2332607529.95,287238992370,287226893888,10.102074,2.015772,2026-06-29,10
2026-07-01,000858,五 粮 液,SZ,ROLLING_MOMENTUM,2026-07-01 10:15:00,2026-07-01 10:16:00,2026-07-01 10:30:00,73.44999694824219,74.13999938964844,0.009394179306671413,0.008394179306671412,0.003689486771528694,0.007821071848318262,0.00533807011608034,0.012675642680290977,0.023973516393947625,-0.012104929984526724,2349105067.6,287238992370,287226893888,10.102074,2.015772,2026-06-30,10
