tradeDate,symbol,name,market,signalType,signalTime,entryTime,exitTime,entryPrice,exitPrice,grossReturn,netReturn,momentum5,momentum15,momentum30,rollingAmplitude30,intradayAmplitude,tailMomentum,signalStrength,dailySignalRank,averageAmount20,totalMarketCap,floatMarketCap,peTtm,pb,filterDataDate,roundTripCostBps
2026-06-16,603659,璞泰来,SH,ROLLING_MOMENTUM,2026-06-16 10:30:00,2026-06-16 10:31:00,2026-06-16 10:45:00,29.81999969482422,29.760000228881836,-0.002012054545821984,-0.003012054545821984,0.008454514798110102,0.015667543423363295,0.016359902513292557,0.023670687584468775,0.03288337774350558,0.0070921675158373,0.012955421745744333,81,1229865112.8,62297397056.16,62297397056.16,26.407788,3.048773,2026-06-15,10
2026-07-08,603659,璞泰来,SH,ROLLING_MOMENTUM,2026-07-08 10:30:00,2026-07-08 10:31:00,2026-07-08 10:45:00,26.56999969482422,26.559999465942383,-0.0003763729392809445,-0.0013763729392809445,0.0071997172585061,0.018781133317454568,0.004914901966609708,0.022307689373309847,0.05346151498647833,0.004914901966609708,0.010682009056163965,93,1078074112.8,58794000000.00001,58794000000.00001,22.83,2.85,2026-07-07,10
