tradeDate,symbol,name,market,signalType,signalTime,entryTime,exitTime,entryPrice,exitPrice,grossReturn,netReturn,momentum5,momentum15,momentum30,rollingAmplitude30,intradayAmplitude,tailMomentum,signalStrength,dailySignalRank,averageAmount20,totalMarketCap,floatMarketCap,peTtm,pb,filterDataDate,roundTripCostBps
2026-07-09,002897,意华股份,SZ,ROLLING_MOMENTUM,2026-07-09 14:00:00,2026-07-09 14:01:00,2026-07-09 14:15:00,86.23999786376953,87.5,0.014610414743062128,0.013610414743062127,0.0067708869584919285,0.0208332674822449,0.024593082331656246,0.033205909445321424,0.07253562756900811,-0.0207789467173376,0.016148268985096546,44,1495687906.6,16635000000,15822999999.999998,56.59,6.06,2026-07-08,10
