tradeDate,symbol,name,market,signalType,signalTime,entryTime,exitTime,entryPrice,exitPrice,grossReturn,netReturn,momentum5,momentum15,momentum30,rollingAmplitude30,intradayAmplitude,tailMomentum,signalStrength,dailySignalRank,averageAmount20,totalMarketCap,floatMarketCap,peTtm,pb,filterDataDate,roundTripCostBps
2026-06-29,601868,中国能建,SH,ROLLING_MOMENTUM,2026-06-29 10:30:00,2026-06-29 10:31:00,2026-06-29 10:45:00,2.700000047683716,2.680000066757202,-0.00740740021233377,-0.008407400212333771,0.007462679264300887,0.022727250149756628,0.022727250149756628,0.030418220617857594,0.03435120477827258,0,0.016621421795574333,76,1583414299.95,117236485593.95,85936128235.4,20.07373,1.051588,2026-06-26,10
