tradeDate,symbol,name,market,signalType,signalTime,entryTime,exitTime,entryPrice,exitPrice,grossReturn,netReturn,momentum5,momentum15,momentum30,rollingAmplitude30,intradayAmplitude,tailMomentum,signalStrength,dailySignalRank,averageAmount20,totalMarketCap,floatMarketCap,peTtm,pb,filterDataDate,roundTripCostBps
2026-07-15,300007,汉威科技,SZ,ROLLING_MOMENTUM,2026-07-15 10:30:00,2026-07-15 10:31:00,2026-07-15 10:45:00,36.02000045776367,35.72999954223633,-0.008051108046691846,-0.009051108046691847,0.0067077050490473855,0.021843984617409218,0.018089298200310466,0.03800005231584813,0.05518447601039611,0.022714344387651186,0.014850801185789797,43,641307637.15,11598000000,10022000000,69.61,3.95,2026-07-14,10
