tradeDate,symbol,name,market,signalType,signalTime,entryTime,exitTime,entryPrice,exitPrice,grossReturn,netReturn,momentum5,momentum15,momentum30,rollingAmplitude30,intradayAmplitude,tailMomentum,signalStrength,dailySignalRank,averageAmount20,totalMarketCap,floatMarketCap,peTtm,pb,filterDataDate,roundTripCostBps
2026-06-22,600452,涪陵电力,SH,ROLLING_MOMENTUM,2026-06-22 10:45:00,2026-06-22 10:46:00,2026-06-22 11:00:00,10.079999923706055,9.970000267028809,-0.010912664435497654,-0.011912664435497655,0.010020078763181894,0.014084542176344472,0.02752288405099823,0.026476602541940286,0.03064353339160575,0,0.01581834227974288,52,758609308.6,15411512789.62,15411512789.62,39.497767,2.81642,2026-06-18,10
2026-07-01,600452,涪陵电力,SH,ROLLING_MOMENTUM,2026-07-01 10:45:00,2026-07-01 10:46:00,2026-07-01 11:00:00,9.430000305175781,9.40999984741211,-0.002120939248824283,-0.003120939248824283,0.012889353399623493,0.019459492451435745,0.015070004725256103,0.026086932184114398,0.027173913606849176,0.006403460015957041,0.015734064899165935,75,456125076.3,14335933631.82,14335933631.82,36.741193,2.61986,2026-06-30,10
