tradeDate,symbol,name,market,signalType,signalTime,entryTime,exitTime,entryPrice,exitPrice,grossReturn,netReturn,momentum5,momentum15,momentum30,rollingAmplitude30,intradayAmplitude,tailMomentum,signalStrength,dailySignalRank,averageAmount20,totalMarketCap,floatMarketCap,peTtm,pb,filterDataDate,roundTripCostBps
2026-07-10,600690,海尔智家,SH,ROLLING_MOMENTUM,2026-07-10 10:15:00,2026-07-10 10:16:00,2026-07-10 10:30:00,20.190000534057617,20.190000534057617,0,-0.001,0.004477619446756842,0.015593631105518702,0.02487308386505105,0.02538070967695716,0.027466984726270294,-0.006397596590501653,0.013467089631897045,80,1009417862.7,187646000000,125123000000,10.02,1.5,2026-07-09,10
