symbol,name,tradeCount,tradedDays,averageTradeReturn,winRate,averageWin,averageLoss,profitLossRatio,compoundedSignalReturn,rollingMomentumTrades,tailMomentumTrades
000651,格力电器,4,3,0.0005254225051144212,0.5,0.004604111021593194,-0.0035532660113643524,1.2957405966420588,0.0020547959276706607,4,0
000682,东方电子,11,9,0.00019569808371380104,0.45454545454545453,0.0051427502437198635,-0.003926845382957918,1.309639097591884,0.0019727387566146337,11,0
301080,百普赛斯,1,1,0.0019695590987430798,1,0.0019695590987430798,,,0.00196955909874319,1,0
301658,首航新能,2,1,0.0009740724322315772,0.5,0.0042545104565924205,-0.002306365592129266,1.8446817239692699,0.0019383324079347286,2,0
301382,蜂助手,9,6,0.00023818607134895635,0.6666666666666666,0.004528021820206471,-0.008341485426366072,0.5428315927873151,0.0019321757492465341,9,0
300170,汉得信息,7,4,0.00031018861107977156,0.42857142857142855,0.009240588410659481,-0.006387611238605012,1.4466422682100375,0.001818713181686693,7,0
601688,华泰证券,9,7,0.00021761909127903054,0.5555555555555556,0.004477754650793853,-0.005107550358114499,0.876693196706309,0.0018000121850283435,8,1
000601,韶能股份,3,3,0.0005825155171051245,0.6666666666666666,0.0013737732756576868,-0.001,1.3737732756576868,0.0017459321946891038,3,0
600487,亨通光电,2,2,0.0008431199096672337,0.5,0.012237557435673119,-0.010551317616338651,1.1598131987538063,0.0015571174639823493,2,0
601600,中国铝业,15,10,0.00012757142027746183,0.5333333333333333,0.005089975092459648,-0.005543747062216465,0.9181470646722844,0.0015414359379126719,15,0
300861,美畅股份,5,3,0.00030872459862283443,0.6,0.003786927660982136,-0.004908579994916118,0.7714914832608021,0.0014869014668186242,5,0
600019,宝钢股份,2,2,0.0007140005116567658,0.5,0.004226517596621072,-0.0027985165733075404,1.5102707044631831,0.001416173043772062,2,0
601766,中国中车,2,2,0.0006952464475260553,0.5,0.004263194879337574,-0.002872701984285463,1.4840365978296814,0.0013782460066629199,2,0
600009,上海机场,7,5,0.00020457511344518293,0.42857142857142855,0.0052162691225948014,-0.0035541953934170303,1.4676371288579722,0.0013476043668187998,7,0
002164,宁波东力,1,1,0.00134556161537669,1,0.00134556161537669,,,0.0013455616153768002,1,0
603112,华翔股份,3,2,0.0004489160786430209,0.6666666666666666,0.0046586063813860434,-0.007970464526843024,0.5844836729022171,0.001281719080923116,2,1
002757,南兴股份,1,1,0.001273962923918793,1,0.001273962923918793,,,0.0012739629239189032,1,0
002475,立讯精密,9,6,0.0001520694683977425,0.4444444444444444,0.004505664177087866,-0.003330806298554356,1.3527247678868097,0.0012718844713592858,9,0
