tradeDate,symbol,name,level1Code,level1Name,dynamicBenchmarkWeightPct,dynamicTargetWeightPct,dynamicActiveWeightPct,absoluteActiveWeightPct
2026-07-01,300308,中际旭创,730000,通信,4.860391845483162,4.600223246520071,-0.26016859896309086,0.26016859896309086
2026-07-01,300750,宁德时代,630000,电力设备,3.6260881351889527,3.8623090007313143,0.23622086554236166,0.23622086554236166
2026-07-01,300059,东方财富,490000,非银金融,0.9651477887660027,0.7690022801108367,-0.196145508655166,0.196145508655166
2026-07-01,300502,新易盛,730000,通信,2.8395139236957267,2.6547982331555113,-0.18471569054021542,0.18471569054021542
2026-07-01,000333,美的集团,330000,家用电器,1.3260953982551902,1.509167146056633,0.18307174780144275,0.18307174780144275
2026-07-01,000651,格力电器,330000,家用电器,0.5942310466004831,0.7688690359198869,0.17463798931940377,0.17463798931940377
2026-07-01,600150,中国船舶,650000,国防军工,0.5627496441083273,0.725309454814617,0.16255981070628966,0.16255981070628966
2026-07-01,601899,紫金矿业,240000,有色金属,1.4840664018869658,1.32451908600175,-0.15954731588521587,0.15954731588521587
2026-07-01,601288,农业银行,480000,银行,0.6175374544991435,0.4754327750444188,-0.14210467945472477,0.14210467945472477
2026-07-01,688256,寒武纪,270000,电子,1.6914433650069696,1.5556692474711828,-0.13577411753578672,0.13577411753578672
2026-07-01,600276,恒瑞医药,370000,医药生物,0.8587250760487735,0.7327078775126697,-0.12601719853610371,0.12601719853610371
2026-07-01,002371,北方华创,270000,电子,1.435442773103818,1.5468845043048183,0.11144173120100032,0.11144173120100032
2026-07-01,000725,京东方Ａ,270000,电子,1.1557169598784178,1.2638373576315265,0.10812039775310867,0.10812039775310867
2026-07-01,002415,海康威视,710000,计算机,0.4340425410169315,0.5416544884263337,0.10761194740940216,0.10761194740940216
2026-07-01,688012,中微公司,270000,电子,1.2505230103312215,1.3514380754492834,0.10091506511806192,0.10091506511806192
2026-07-01,600036,招商银行,480000,银行,1.5750300759154285,1.4812240939493921,-0.0938059819660364,0.0938059819660364
2026-07-01,002050,三花智控,330000,家用电器,0.35089235629529514,0.27172719553551794,-0.0791651607597772,0.0791651607597772
2026-07-01,601857,中国石油,750000,石油石化,0.40130352946745435,0.4802005577028674,0.07889702823541306,0.07889702823541306
2026-07-01,600919,江苏银行,480000,银行,0.5734035767456721,0.6497562569198718,0.07635268017419972,0.07635268017419972
2026-07-01,603986,兆易创新,270000,电子,1.8553827016666018,1.7823417813895948,-0.07304092027700704,0.07304092027700704
2026-07-01,600030,中信证券,490000,非银金融,1.021581437509027,1.0937862715775044,0.07220483406847733,0.07220483406847733
2026-07-01,600519,贵州茅台,340000,食品饮料,2.6553511034079786,2.7264958317958965,0.07114472838791785,0.07114472838791785
2026-07-01,601398,工商银行,480000,银行,0.8121934718407192,0.7454478808005702,-0.06674559104014899,0.06674559104014899
2026-07-01,601318,中国平安,490000,非银金融,1.8766700685086606,1.8126895147231314,-0.06398055378552914,0.06398055378552914
