instrumentKey,market,symbol,name,industry,tradeDate,open,high,low,close,previousClose,volume,amount,turnoverRatePct,totalMarketCap,floatMarketCap,peTtm,pb,psTtm,volumeRatio,year
3621,SH,600066,宇通客车,汽车整车,2000-01-04,14.4,15.09,14.4,15.04,14.46,387510,5789278,0.655131,1711878879.36,889616000,28.426674,2.851084,2.601767,1.21,2000
3622,SH,600067,冠城新材,电网设备,2000-01-04,12.8,13.65,12.62,13.4,12.88,201600,2694132,0.928156,1111777632,291054432,49.199521,6.45277,4.346483,0.86,2000
3623,SH,600068,葛洲坝,工程建设,2000-01-04,7.5,7.6,7.4,7.57,7.42,373870,2803565,0.140657,4716110000,2012120383,17.649118,1.755665,2.310975,1.21,2000
3624,SH,600069,退市银鸽,造纸印刷,2000-01-04,8.26,8.37,8.07,8.29,8.26,909884,7525794,0.874888,3080564000,862160000,71.89521,4.715179,30.647346,0.82,2000
3625,SH,600070,*ST富润,互联网服务,2000-01-04,11.11,11.45,11.11,11.45,11.28,102572,1165353,0.329234,867142850,356722002,50.512206,5.616325,4.940873,1.5,2000
3626,SH,600071,凤凰光学,光学光电子,2000-01-04,10.22,10.88,10.22,10.76,10.7,294970,3147006,0.608285,1156200736,521774361.16,46.820419,5.059253,5.895468,1.07,2000
3627,SH,600072,中船科技,风电设备,2000-01-04,7.18,7.36,7.11,7.3,7.12,347888,2523684,0.278756,2004439840,911040000,31.142119,3.475106,4.846898,1.08,2000
3628,SH,600073,光明肉业,食品饮料,2000-01-04,8.78,9.42,8.61,9.42,8.56,8691459,80640228,7.242883,3052080000,1130400000,82.046473,3.703859,5.286536,2.45,2000
3629,SH,600074,退市保千,电子元件,2000-01-04,9.59,9.75,9.38,9.66,9.57,289594,2775979,0.554944,1396836000,504100724.4,45.634195,3.819692,4.248364,2.19,2000
3630,SH,600075,新疆天业,化学原料,2000-01-04,9.38,9.58,9.1,9.57,9.49,312835,2948904,0.322133,2170476000,929377152,19.876169,2.110475,7.012183,1.08,2000
3631,SH,600076,康欣新材,装修建材,2000-01-04,11.5,11.93,11.4,11.83,11.43,453652,5355262,0.567065,2654841280,946400000,187.206205,4.749407,10.807891,4.07,2000
3632,SH,600077,*ST宋都,房地产开发,2000-01-04,21.19,21.64,20.7,20.9,21.19,295883,6267322,0.818204,2650520067.8,755796291.8,149.054884,15.729926,36.288123,1.33,2000
3633,SH,600078,澄星股份,化肥行业,2000-01-04,9.08,9.4,9.06,9.37,9.08,314356,2910774,0.500293,1687180640.16,588757578.4,27.690662,3.837981,3.285351,1.43,2000
3634,SH,600079,ST人福,化学制药,2000-01-04,15.33,15.88,15.33,15.8,15.3,380883,5993142,1.481767,1047540000,406133312,57.097619,5.709522,7.897995,2.55,2000
3635,SH,600080,ST金花,中药,2000-01-04,11.9,12.48,11.9,12.25,11.9,245840,2987026,0.320104,2508800000,940800000,32.237501,5.676825,18.380345,1.32,2000
3636,SH,600081,东风科技,汽车零部件,2000-01-04,13.15,13.34,13,13.32,13.22,339883,4480616,1.016153,1784880000,445527466.56,59.644586,8.834886,9.869756,0.98,2000
3637,SH,600082,ST海泰,房地产开发,2000-01-04,10.43,10.92,10.42,10.91,10.4,540707,5845863,1.386428,1625380342.53,425490000,124.473546,3.220401,2.383529,1.82,2000
3638,SH,600083,*ST博信,通信设备,2000-01-04,5.9,5.96,5.61,5.81,5.9,553386,3200618,0.790551,1336300000,406700000,-4.664036,5.767121,12.676341,1.33,2000
3639,SH,600084,*ST尼雅,酿酒行业,2000-01-04,10.32,10.5,10,10.5,10.32,268362,2779281,0.508874,1461180000,553732840.5,28.12175,3.635,2.613498,2.32,2000
3641,SH,600086,退市金钰,非金属材料,2000-01-04,8.02,8.38,8.02,8.28,8.02,136100,1115428,0.252037,1728266349.6,447120000,24.157617,4.374221,5.605779,1.2,2000
3642,SH,600087,退市长油,航运港口,2000-01-04,14.1,14.55,14.05,14.41,13.98,578700,8316743,1.276537,2155403417.2,653257176,37.978729,3.706342,6.917675,3.49,2000
3643,SH,600088,中视传媒,文化传媒,2000-01-04,18.52,19.14,18.2,19.04,18.48,200144,3742397,0.334523,3467184000,1139155584,71.530084,5.376678,23.703878,0.49,2000
3645,SH,600090,退市济堂,贸易行业,2000-01-04,10.96,11.04,10.89,11.04,10.96,190112,2077163,0.396067,1413120000,529920000,49.544764,5.314394,6.691672,2.52,2000
3646,SH,600091,退市明科,化学制品,2000-01-04,15.08,15.82,15,15.63,15.03,1734810,26913278,1.803872,3540601380,1503159669.72,49.566081,8.619564,9.814985,1.39,2000
3647,SH,600092,S*ST精密,有色金属,2000-01-04,9.69,10,9.63,9.77,9.59,927371,9116970,1.288015,2320472700,703440000,25.225068,5.74411,9.611541,2.41,2000
3648,SH,600093,退市易见,文化传媒,2000-01-04,9.55,9.85,9.5,9.79,9.55,424963,4129405,0.833261,1248225000,499290000,30.458743,3.619493,7.785528,1.03,2000
3649,SH,600094,大名城,房地产开发,2000-01-04,14.78,15.02,14.75,15.02,14.77,1343108,19969077,2.798142,4299264720,720960000,145.454752,5.459285,6.035896,1.28,2000
3650,SH,600095,湘财股份,证券,2000-01-04,12.52,12.98,12.42,12.9,12.42,1177497,15129012,1.091242,3374124000,1391965353.9,37.192667,6.077953,6.900583,3.23,2000
3651,SH,600096,云天化,化肥行业,2000-01-04,9.11,9.37,9.1,9.34,9.14,436880,4052526,0.43688,5306818012,934000000,19.562177,3.778186,7.664665,1.27,2000
3652,SH,600097,开创国际,农牧饲渔,2000-01-04,9.3,9.57,9.1,9.5,9.28,233970,2175441,0.668486,1096773945.5,332500000,-28.043374,3.180628,7.951207,0.7,2000
3653,SH,600098,广州发展,电力行业,2000-01-04,9,9.84,8.9,9.68,8.97,2858056,27370140,1.587809,11604384000,1742400000,21.794298,4.145626,4.772516,5.65,2000
3654,SH,600099,林海股份,交运设备,2000-01-04,6.8,6.99,6.75,6.94,6.76,1619873,11134182,2.133826,1267244000,526843333.5,32.569784,2.84511,3.468031,4.57,2000
3655,SH,600100,同方股份,计算机设备,2000-01-04,36,38.8,36,38.19,36.2,2785763,105124767,2.68836,9904157326.56,3957368327.64,72.546093,14.054555,8.886804,3.7,2000
3656,SH,600101,明星电力,电力行业,2000-01-04,14.38,14.88,14.38,14.81,14.4,270178,3980029,0.370155,2168833566.6,1080988120.2,29.790284,4.053374,10.517632,1.27,2000
3657,SH,600102,莱钢股份,钢铁行业,2000-01-04,6.3,6.34,6.2,6.28,6.19,716418,4492474,0.459386,5471022960,979372612.84,14.296916,2.920996,0,1.91,2000
3658,SH,600103,青山纸业,造纸印刷,2000-01-04,7.89,8.06,7.82,8.01,7.88,380941,3032876,0.366289,2828731500,833040000,23.709021,2.425959,5.426265,0.87,2000
3660,SH,600105,永鼎股份,通信设备,2000-01-04,12.43,13.27,12.35,13.25,12.6,2651816,34334798,3.788309,3307338621.5,927500000,43.663944,6.756387,7.079906,15.3,2000
3661,SH,600106,重庆路桥,铁路公路,2000-01-04,9.15,9.5,9,9.4,9.12,220074,2054640,0.244527,2914000000,846000000,29.240814,3.495877,24.837419,1.17,2000
3662,SH,600107,*ST尔雅,纺织服装,2000-01-04,15.5,16.25,15.3,16.12,15.8,170248,2720439,0.340496,3224000000,806000000,36.153265,3.53291,7.985608,0.4,2000
3663,SH,600108,亚盛集团,农牧饲渔,2000-01-04,7.05,7.28,7,7.23,6.99,588780,4208420,0.359644,2225394000,1183636314,37.151785,3.143689,12.150837,0.33,2000
3664,SH,600109,国金证券,证券,2000-01-04,9.93,10.25,9.9,10.15,10.03,313756,3159589,1.140931,720474405,279125000,533.518212,6.156234,0.898579,1.27,2000
3665,SH,600110,诺德股份,电池,2000-01-04,13,13.55,12.81,13.3,13.04,242143,3229456,0.620879,1538118400,518700000,38.732986,4.269725,19.434872,2.16,2000
3667,SH,600112,*ST天成,电网设备,2000-01-04,9.15,9.55,9.15,9.49,9.15,355777,3348087,0.684829,1632280000,493017362.5,36.913701,3.971069,8.17297,1.63,2000
3668,SH,600113,浙江东日,综合行业,2000-01-04,11.31,11.51,11.2,11.49,11.33,169188,1925010,0.42297,1355820000,459600000,44.868713,3.764267,15.908249,2.09,2000
3671,SH,600116,三峡水利,电力行业,2000-01-04,11.66,11.9,11.5,11.82,11.65,119370,1400987,0.23874,1877961600,591000000,36.221312,3.143252,9.526494,0.99,2000
3672,SH,600117,西宁特钢,钢铁行业,2000-01-04,6.99,7.24,6.96,7.18,6.99,727810,5184585,0.535154,3905920000,976480000,31.842446,3.822469,2.86474,1.23,2000
3673,SH,600118,中国卫星,航天航空,2000-01-04,9.59,10.25,9.46,10.09,9.59,588266,5894599,1.310666,1195059600,452869470,47.110178,4.738976,7.864955,0.86,2000
3674,SH,600119,*ST长投,物流行业,2000-01-04,12.15,12.7,12.15,12.58,12.11,1200663,14991115,2.501381,1887000000,603840000,183.817373,5.644621,7.049632,1.15,2000
3675,SH,600120,浙江东方,多元金融,2000-01-04,28.9,29.3,27.9,28.9,29.4,360840,10342996,1.336444,3121200000,780300000,41.075735,8.534986,1.406473,1.16,2000
3676,SH,600121,郑州煤电,煤炭行业,2000-01-04,20.58,20.7,19.99,20.25,19.58,4395990,88987326,3.663325,9112500000,2430000000,44.868182,8.326677,19.454649,2.06,2000
3677,SH,600122,*ST宏图,商业百货,2000-01-04,16,16.7,15.88,16.55,15.85,1017526,16759602,1.271907,3257040000,1324000000,61.447063,6.571588,6.583051,2.99,2000
3678,SH,600123,兰花科创,煤炭行业,2000-01-04,8.15,8.41,7.9,8.35,8.15,1942893,15902300,1.619078,2880750000,1002000000,51.825764,4.776372,9.145317,1.69,2000
3679,SH,600125,铁龙物流,物流行业,2000-01-04,14.89,15.4,14.54,15.1,15.55,1254618,18781435,2.509236,2880717600,755000000,37.501645,6.269599,14.799078,2.68,2000
3680,SH,600126,杭钢股份,钢铁行业,2000-01-04,5.88,6.1,5.83,6.06,6.05,319873,1925938,0.250881,3636000000,772650000,21.45531,2.859328,1.266404,0.68,2000
3681,SH,600127,金健米业,农牧饲渔,2000-01-04,9.55,9.85,9.3,9.85,9.55,163639,1573015,0.192516,2511750000,837250000,43.442423,5.135615,4.862286,1.83,2000
3682,SH,600128,苏豪弘业,贸易行业,2000-01-04,12.2,12.78,12.2,12.72,12.44,155061,1958646,0.443031,1481721000,445200000,38.199516,3.321976,1.261364,0.8,2000
3683,SH,600129,太极集团,中药,2000-01-04,15.29,15.79,15.29,15.62,15.67,375536,5873499,0.625893,3655080000,937200000,28.703428,4.674925,3.673534,0.58,2000
3685,SH,600131,国网信通,互联网服务,2000-01-04,7.88,7.97,7.6,7.95,7.81,987618,7765093,1.425134,2174156634.9,550935000,43.723467,5.636548,22.492033,1.74,2000
3687,SH,600133,东湖高新,环保行业,2000-01-04,11.73,12.2,11.65,11.97,11.65,889595,10697049,1.389992,3064320000,766080000,77.504704,8.059584,12.694623,5.24,2000
3688,SH,600135,乐凯胶片,塑料制品,2000-01-04,25.38,25.57,24.85,25.57,25,896871,22679595,1.282453,4858300000,1788212380,38.542238,6.269567,9.146575,1.83,2000
3689,SH,600136,ST明诚,文化传媒,2000-01-04,13.75,14.1,13.62,14.04,13.79,140700,1966347,0.5628,1333800000,351000000,101.326174,4.908331,12.188865,1.45,2000
3690,SH,600137,浪莎股份,纺织服装,2000-01-04,10.6,10.91,10.53,10.86,10.68,91250,983554,0.524425,659324718,188964000,-58.196152,8.897574,6.555997,1.08,2000
3691,SH,600138,中青旅,旅游酒店,2000-01-04,13.9,14.31,13.45,14.2,13.94,1437520,20176218,1.597244,3408000000,1278000000,30.101318,5.137812,4.435076,1.87,2000
3692,SH,600139,*ST西源,多元金融,2000-01-04,18.55,19.96,18.3,19.68,18.5,1480625,28861487,5.036139,1495880736,578592000,65.530684,8.026036,7.045876,2.15,2000
3693,SH,600141,兴发集团,化肥行业,2000-01-04,11.9,11.97,11.75,11.96,11.72,344200,4088557,0.8605,1913600000,478400000,48.06801,4.780094,8.22556,1.61,2000
3695,SH,600145,退市新亿,水泥建材,2000-01-04,9.55,9.87,9.5,9.82,9.6,489568,4770485,1.087929,1227500000,441900000,72.285466,9.756049,9.649372,1.21,2000
3696,SH,600146,退市环球,纺织服装,2000-01-04,8.01,8.16,7.87,8.13,8,372400,3003648,0.620667,1626000000,487800000,46.907331,3.588222,1.879243,1.3,2000
3697,SH,600148,长春一东,汽车零部件,2000-01-04,19.87,20.48,19.6,20.4,19.61,181403,3651375,0.90852,1526532000,407324352,79.85842,8.168405,11.193587,0.82,2000
3698,SH,600149,廊坊发展,电力行业,2000-01-04,8.16,8.38,8.16,8.37,8.16,418850,3477342,0.930778,1421226000,376650000,34.088794,5.964211,3.681068,1,2000
3700,SH,600151,航天机电,光伏设备,2000-01-04,12.61,13.08,12.45,12.95,12.6,430266,5541684,0.635501,3522400000,876779750,34.111169,4.344908,5.101612,1.66,2000
3701,SH,600152,维科技术,电池,2000-01-04,16.32,16.48,16,16.44,16.39,530600,8634418,1.179111,2238874824,739800000,36.235057,5.822793,4.49557,1.68,2000
3702,SH,600153,建发股份,贸易行业,2000-01-04,15.5,16,15.25,16,15.6,201930,3200818,0.310662,3848000000,1040000000,36.132338,5.868889,1.540973,2.38,2000
3703,SH,600155,华创云信,证券,2000-01-04,15.6,16.2,15.6,16.06,15.59,254502,4064140,0.509585,3212000000,802084580,55.169343,5.952618,5.587262,1.54,2000
3704,SH,600156,华升股份,纺织服装,2000-01-04,8.2,8.47,8.16,8.45,8.16,356149,2980190,0.322307,3493230000,933725000,29.012109,3.747296,3.807517,1.49,2000
3705,SH,600157,永泰能源,电力行业,2000-01-04,29.5,29.68,28.9,29.65,29.2,188453,5559179,0.533706,2807627050.8,1046948616,53.31951,14.687825,5.897084,0.85,2000
3706,SH,600158,中体产业,文化传媒,2000-01-04,14,14.45,13.62,14.16,14.02,329262,4639740,0.732768,2548800000,636265440,52.397638,5.232018,15.25617,1.97,2000
3707,SH,600159,大龙地产,房地产开发,2000-01-04,10.48,10.75,10.3,10.74,10.5,676760,7214896,1.301462,2233920000,558480000,35.146814,3.846919,6.659756,3.32,2000
3708,SH,600160,巨化股份,化学制品,2000-01-04,10.81,11.9,10.81,11.85,10.82,7632976,89555778,8.673836,4040850000,1042800000,38.951411,4.391566,3.698838,4.2,2000
3710,SH,600162,香江控股,房地产开发,2000-01-04,7.74,8.06,7.74,8.05,7.88,171802,1367664,0.446239,1208707500,309925000,40.714928,3.215436,4.07779,1.26,2000
3711,SH,600163,中闽能源,电力行业,2000-01-04,9.39,9.66,9.36,9.58,9.42,1091003,10420009,1.731751,2664006400,603540000,45.557113,3.628996,5.929555,1.56,2000
3712,SH,600165,ST宁科,化学制品,2000-01-04,8.1,8.27,7.91,8.23,8.07,232206,1881905,0.322508,1757928000,592560000,36.900618,4.310804,7.604385,0.96,2000
3713,SH,600166,福田汽车,汽车整车,2000-01-04,16.17,17.58,16.17,17.45,16.38,962719,16486597,1.481106,4403612200,1134250000,36.580656,6.981657,1.474277,0.48,2000
3714,SH,600167,联美控股,公用事业,2000-01-04,7.15,7.38,7.06,7.3,7.12,291670,2117453,0.416671,1387000000,511000000,42.143234,2.491869,3.67557,1.39,2000
3715,SH,600168,武汉控股,公用事业,2000-01-04,9.89,10.2,9.76,10.14,9.88,236967,2363199,0.232321,4137120000,1034280000,25.548679,3.946621,16.219712,1.25,2000
3716,SH,600169,ST太重,专用设备,2000-01-04,6.5,6.65,6.36,6.64,6.47,496866,3259003,0.4143,2311864902,796327896,37.034453,3.616384,5.832859,1.51,2000
3717,SH,600170,上海建工,工程建设,2000-01-04,8.63,8.66,8.45,8.63,8.53,296100,2540290,0.19755,4634310000,1293516180,23.551898,2.450117,0.597318,0.84,2000
3718,SH,600171,上海贝岭,半导体,2000-01-04,19.54,21.54,19.38,21.41,19.58,5043367,105875891,3.232928,9301231940,3339960000,69.567904,8.349624,24.356559,6.01,2000
3719,SH,600172,黄河旋风,非金属材料,2000-01-04,9,9.23,8.82,9.15,9.1,311338,2836695,0.389172,2232600000,732000000,54.807716,5.472526,12.581554,0.81,2000
3720,SH,600173,卧龙新能,房地产开发,2000-01-04,7.05,7.15,6.88,7.06,7,660550,4665345,0.825688,1623800000,564800000,29.628542,2.575426,4.17275,0.59,2000
3721,SH,600175,退市美都,综合行业,2000-01-04,30.18,31.59,29.78,30.92,29.65,81934,2539568,0.614198,1649272800,412472800,51.067379,3.97097,14.000837,1.23,2000
3723,SH,600177,雅戈尔,纺织服装,2000-01-04,18.35,18.68,18,18.5,18.44,248980,4594751,0.348224,4774406000,1322750000,28.793927,4.4675,5.104605,0.84,2000
3724,SH,600178,东安动力,汽车零部件,2000-01-04,6.94,7.05,6.82,7.05,6.9,529008,3682255,0.496255,2978625000,751530000,21.385646,2.601681,2.490673,1.56,2000
3725,SH,600179,安通控股,物流行业,2000-01-04,6.69,6.93,6.66,6.87,6.69,1464024,10029035,1.465394,2267100000,686357655,37.643661,2.735579,3.223083,1.11,2000
3726,SH,600180,*ST瑞茂,物流行业,2000-01-04,15.51,16.3,15.51,16.3,15.53,125060,2003337,0.244258,3103520000,834560000,42.557901,7.899533,14.005746,1.25,2000
3727,SH,600181,S*ST云大,化学制药,2000-01-04,17.51,18.26,17.5,18.19,17.58,603676,10921886,1.007319,2564790000,1090108510,56.771076,4.956948,0,3.77,2000
3728,SH,600182,S佳通,橡胶制品,2000-01-04,4.78,4.91,4.72,4.87,4.78,349000,1683467,0.290833,1655800000,584400000,24.464092,2.005885,1.764813,1.5,2000
3731,SH,600185,珠免集团,商业百货,2000-01-04,20.15,21.1,19.9,21,20.02,1811072,37693202,2.663341,4158000000,1428000000,106.375734,8.816462,8.649848,3.82,2000
3732,SH,600186,莲花控股,食品饮料,2000-01-04,6.6,6.79,6.43,6.74,6.62,1313819,8738419,0.656909,4044000000,1348000000,27.395678,3.316246,3.218954,0.83,2000
3733,SH,600187,*ST国中,公用事业,2000-01-04,12.29,12.97,12.27,12.56,12.09,2300296,29048383,4.607688,2512000000,627032880,43.750341,4.679334,6.270856,0.58,2000
3735,SH,600189,泉阳泉,食品饮料,2000-01-04,8.58,8.9,8.31,8.89,8.58,450106,3921938,0.529886,2533650000,755152160,27.598568,2.888903,7.175115,2.31,2000
3736,SH,600190,退市锦港,航运港口,2000-01-04,9.06,9.25,8.91,9.2,9.06,376880,3432064,0.628133,5805200000,552000000,202.173357,4.587897,29.78154,1.62,2000
3737,SH,600191,华资实业,农牧饲渔,2000-01-04,12.65,13.24,12.65,13.2,12.67,331031,4319033,0.474165,3168000000,921538200,56.984466,5.490544,10.430746,0.83,2000
3738,SH,600192,长城电工,电网设备,2000-01-04,10.85,11.25,10.58,11.22,10.78,835174,9232972,0.98324,3309900000,953038020,38.857149,3.742138,5.329026,1.22,2000
3739,SH,600193,退市创兴,装修装饰,2000-01-04,14.52,14.78,14.36,14.6,14.35,91300,1331046,0.396957,1224940000,335800000,52.529042,5.401698,3.985021,2.04,2000
3740,SH,600195,中牧股份,农药兽药,2000-01-04,6.9,7.15,6.78,7.13,6.9,1283446,9024647,1.069538,2780700000,855600000,43.578699,3.565012,4.770465,3.92,2000
3742,SH,600197,伊力特,酿酒行业,2000-01-04,12.49,12.5,12.1,12.47,12.13,785260,9703450,1.047013,2749635000,935250000,36.588885,13.832033,6.836626,1.78,2000
3743,SH,600198,大唐电信,通信设备,2000-01-04,26.69,28.18,25.72,27.71,26.7,3469239,94935022,3.476087,8673230000,2765541130,78.939588,7.812908,9.596225,2.9,2000
3744,SH,600199,金种子酒,酿酒行业,2000-01-04,11.52,12.25,11.52,12.03,11.5,358602,4278595,0.552073,2285700000,781414665,41.142991,3.635185,4.797001,1.78,2000
3745,SH,600200,退市苏吴,化学制药,2000-01-04,12.7,13.18,12.6,13.18,12.6,497695,6436692,0.928535,1760848000,706448000,56.022432,4.485241,5.777006,0.67,2000
3746,SH,600201,生物股份,农药兽药,2000-01-04,14.65,14.85,14.36,14.68,14.45,527795,7683590,1.507986,1423996700,513800000,62.206006,4.037858,9.179546,2.36,2000
3747,SH,600202,哈空调,电源设备,2000-01-04,13.42,13.6,13.13,13.58,13.37,210420,2827560,0.7014,1516831680,407400000,45.356907,4.965625,9.103673,1.16,2000
3748,SH,600203,福日电子,消费电子,2000-01-04,7.9,8.28,7.79,8.23,7.9,796452,6435318,1.137789,2110172000,576100000,42.051368,3.730951,2.417276,2.83,2000
3749,SH,600205,S山东铝,有色金属,2000-01-04,7.46,7.65,7.42,7.59,7.42,901005,6822405,0.563128,4250400000,1214400000,32.721534,3.85126,0,1.51,2000
3750,SH,600206,有研新材,小金属,2000-01-04,24.3,25.48,24.12,25.11,24.12,1491177,37386931,2.294118,3640950000,1632150000,88.373386,5.343928,21.312318,3.16,2000
3751,SH,600207,安彩高科,光伏设备,2000-01-04,11.96,12.55,11.96,12.4,11.96,3901097,48118344,2.167276,5456000000,2232000000,41.914833,3.094233,7.465312,3.28,2000
3752,SH,600208,衢州发展,房地产开发,2000-01-04,14.01,14.48,13.8,14.4,13.88,486583,6925176,0.748589,3010083840,936000000,89.192374,5.667628,4.945185,2.44,2000
3753,SH,600209,退市罗顿,装修装饰,2000-01-04,16.4,17.18,16.2,17.05,16.5,755250,12712149,1.5105,2679598460,852500000,59.424236,5.652665,17.426642,2.59,2000
3754,SH,600210,紫江企业,包装材料,2000-01-04,12.64,12.88,12.39,12.86,12.64,733713,9311910,0.863192,4158924000,1093100000,50.191236,13.887877,11.444038,1.4,2000
3755,SH,600211,西藏药业,生物制品,2000-01-04,19.84,20.5,19.61,20.48,19.8,322886,6544912,0.717524,2510848000,921600000,78.636892,23.751956,32.171671,1.68,2000
3756,SH,600212,绿能慧充,电力行业,2000-01-04,11.88,12.15,11.73,12.08,11.88,431440,5173445,0.784436,2645809920,664400000,51.04211,5.717146,6.34949,1.24,2000
3757,SH,600213,*ST亚星,汽车整车,2000-01-04,8.47,8.72,8.41,8.67,8.5,567803,4884993,0.946338,1647300000,520200000,32.765522,7.192002,1.838309,1.98,2000
3758,SH,600215,派斯林,通用设备,2000-01-04,17.3,17.85,17.1,17.69,17.26,1084505,19063685,1.446007,4510950000,1326750000,35.690826,7.117933,9.600236,3.05,2000
3759,SH,600216,浙江医药,化学制药,2000-01-04,11.28,11.64,11.2,11.59,11.25,1149138,13204359,1.981272,2674972000,672220000,68.116776,7.812412,2.44734,1.52,2000
3760,SH,600217,中再资环,环保行业,2000-01-04,7.31,7.55,7.19,7.46,7.31,1915246,14129877,3.040073,1540490000,469980000,31.007862,7.050811,6.685771,2.02,2000
3761,SH,600218,全柴动力,汽车零部件,2000-01-04,11.02,11.41,10.9,11.37,10.97,579350,6467761,0.742756,2956200000,886860000,48.994518,4.444475,5.89252,2.03,2000
3762,SH,600219,南山铝业,有色金属,2000-01-04,11.45,12.1,11.36,11.87,11.38,3086335,36362972,4.572348,3050590000,801225000,33.122906,7.951286,4.555719,1.33,2000
3763,SH,600220,ST阳光,纺织服装,2000-01-04,18.18,18.38,18.05,18.34,18.14,844470,15454296,1.206386,3370046764.42,1283800000,46.991662,21.688799,6.260427,1.92,2000
3764,SH,600221,海航控股,航空机场,2000-01-04,5.08,5.18,5.04,5.17,5.05,2250780,11527260,1.372427,3495747205.17,847880000,38.910339,3.081875,2.273181,1.27,2000
3765,SH,600222,太龙药业,中药,2000-01-04,17.28,18.49,17.25,18.16,17.35,2017185,36142331,5.763386,2472397558.4,635600000,76.811665,14.523387,18.083964,2.56,2000
3768,SH,600226,亨通股份,农药兽药,2000-01-04,20.09,21.08,20.05,20.75,20.05,905813,18814828,2.588037,2282987625,726250000,64.161439,29.578408,19.776052,1.99,2000
3770,SH,600228,返利科技,互联网服务,2000-01-04,7.7,8.18,7.66,8.18,7.62,311260,2445588,0.518767,1472400000,490800000,48.182223,3.250971,4.239424,1.31,2000
3781,SH,600239,ST云城,房地产服务,2000-01-04,17.08,17.48,16.79,17.33,17,484657,8313131,2.423285,876308780,346600000,76.179233,13.976526,17.905346,1.44,2000
3804,SH,600266,城建发展,房地产开发,2000-01-04,11.25,11.51,11,11.5,10.93,380178,4307316,0.380178,4600000000,1150000000,30.71403,3.047447,0.940722,1.24,2000
3806,SH,600268,国电南自,电网设备,2000-01-04,27.3,28.97,27.28,28.48,26.97,2437728,69032719,6.09432,3360640000,1139200000,95.620277,34.395691,10.664085,2.26,2000
3823,SH,600286,S*ST国瓷,装修建材,2000-01-04,13.95,14.49,13.65,14.28,13.9,812100,11460416,2.320286,1356600000,499800000,77.528749,8.344933,9.350695,1.18,2000
3885,SH,600359,新农开发,农牧饲渔,2000-01-04,8.18,8.55,8,8.41,8.11,661421,5508176,0.734912,2472540000,756900000,19.455121,3.261204,4.061485,2.46,2000
4080,SH,600601,方正科技,电子元件,2000-01-04,19,20.48,18.88,20.48,18.62,12470800,250665017,6.682313,3822059520,3822059520,85.994487,10.102865,4.36636,2.03,2000
4081,SH,600602,云赛智联,软件开发,2000-01-04,10.35,10.98,10,10.73,10.16,3639800,38820433,1.622547,8222440975.76,2407021241.92,31.008861,5.774454,1.990851,2.88,2000
4082,SH,600603,广汇物流,物流行业,2000-01-04,13.9,14.4,13.88,14.35,13.88,1400900,19873510,0.863678,2327592960,2327592960,62.503808,6.321647,9.757559,0.68,2000
4083,SH,600604,市北高新,房地产服务,2000-01-04,6.73,6.95,6.6,6.88,6.73,583500,3961312,0.819731,3897170420.32,489731334.4,128.326865,4.25923,12.234109,1.07,2000
4084,SH,600605,汇通能源,房地产服务,2000-01-04,13,13.5,12.85,13.3,13.3,186800,2477870,0.778333,2795553600,319200000,89.581725,8.594044,9.315354,1.46,2000
4085,SH,600606,绿地控股,房地产开发,2000-01-04,21,22.08,20.51,22.08,20.98,352000,7559226,1.603493,1915088309.76,484701926.4,51.745368,11.247295,15.43305,1.1,2000
4086,SH,600607,上实医药,化学制药,2000-01-04,14.05,14.46,13.9,14.45,14.38,222334,3170732,0.664242,2230235643.15,483667914.6,33.700237,4.799089,0,2.27,2000
4087,SH,600608,退市沪科,贸易行业,2000-01-04,6.89,7.3,6.89,7.23,6.9,477100,3404618,0.657195,994205267.46,524872355.19,43.274372,4.434789,5.101409,1.49,2000
4088,SH,600609,金杯汽车,汽车零部件,2000-01-04,4.69,4.83,4.58,4.8,4.69,1253000,5928317,0.4475,4664694720,1344000000,22.354038,2.690759,0.98627,1.69,2000
4089,SH,600610,中毅达,化学原料,2000-01-04,6.78,6.91,6.63,6.87,6.72,359600,2428172,1.397047,2453218845.45,176833800,-14.712488,6.416339,9.982118,0.98,2000
4090,SH,600611,大众交通,铁路公路,2000-01-04,12.79,13.14,12.7,13.12,13.18,89300,1160114,0.264201,7423972992,443456000,45.301472,5.168976,8.825221,1.94,2000
4091,SH,600612,老凤祥,珠宝首饰,2000-01-04,10.1,10.36,10,10.32,10.15,85600,873256,0.356514,2598363366.72,247786007.04,56.811856,5.138389,4.1576,0.91,2000
4092,SH,600613,神奇制药,化学制药,2000-01-04,11.92,12.26,11.64,12.21,11.91,169900,2040020,1.861813,1805920025.58,111422550.36,268.382131,5.537521,19.885922,2.36,2000
4093,SH,600614,退市鹏起,环保行业,2000-01-04,11.5,11.7,11.3,11.7,11.42,59500,691232,0.71266,1347060522.6,97683300,1722.911164,5.608768,5.142727,0.98,2000
4094,SH,600615,鑫源智造,小金属,2000-01-04,12.4,12.68,12.11,12.55,12.4,252300,3128189,0.95994,1887725895.3,329850144,62.686591,3.390057,5.708841,1.42,2000
4095,SH,600616,金枫酒业,酿酒行业,2000-01-04,9.3,9.56,9.2,9.51,9.25,296300,2801987,0.843715,1035840022.38,333976830.39,60.585969,5.842448,2.166639,1.38,2000
