configuration,months,averageMonthlyReturn,monthlyVolatility,annualizedReturn,annualizedVolatility,annualizedSharpe,cumulativeReturn,maxDrawdown,monthlyWinRate,averageOneWayTurnover,worstMonth,bestMonth
EQUAL_WEIGHT,47,0.00754565459600743,0.05975826448336145,0.073571761160387,0.2070087005146415,0.43741086691998626,0.32055064351256024,-0.1446886254146279,0.48936170212765956,0.3043478260869565,-0.09068233557658832,0.2805280666195251
MARKET_CAP_WEIGHT,47,0.007975605522042972,0.056372033780973746,0.08141411631427031,0.1952784532692712,0.49010663830148243,0.35873720660468367,-0.11838714756722912,0.5106382978723404,0.2968033007815956,-0.09305325415044596,0.2780526398593059
