tradeDate,symbol,name,market,signalType,signalTime,entryTime,exitTime,entryPrice,exitPrice,grossReturn,netReturn,momentum5,momentum15,momentum30,rollingAmplitude30,intradayAmplitude,tailMomentum,averageAmount20,totalMarketCap,floatMarketCap,peTtm,pb,filterDataDate,roundTripCostBps
2026-06-18,300953,震裕科技,SZ,ROLLING_MOMENTUM,2026-06-18 10:30:00,2026-06-18 10:31:00,2026-06-18 10:45:00,145.5,144.7899932861328,-0.004879771229327701,-0.005879771229327701,0.004834672556741415,0.007339284574792826,0.012245250246589734,0.016053625903324598,0.026586771447987045,0.0005501810676009633,1459409871.45,24869767516.16,17856658964.48,47.7892,5.81444,2026-06-17,10
2026-06-23,300953,震裕科技,SZ,ROLLING_MOMENTUM,2026-06-23 13:15:00,2026-06-23 13:16:00,2026-06-23 13:30:00,140.75,139.67999267578125,-0.007602183475799329,-0.00860218347579933,0.005498459792751209,0.010912515943184209,0.011202854998877854,0.018831172405593177,0.0463629483880732,0.004350931694932614,1357174716.15,24425664524.8,17537790054.4,46.935822,5.710611,2026-06-22,10
2026-06-29,300953,震裕科技,SZ,ROLLING_MOMENTUM,2026-06-29 13:30:00,2026-06-29 13:31:00,2026-06-29 13:45:00,126.0999984741211,126.93000030517578,0.006582092316401056,0.005582092316401056,0.011967854327466165,0.023227488622981962,0.012455764962662208,0.025559620908826464,0.051689039910397305,-0.0034802059664966745,1266895641.7,22239845114.2,15968357137.6,42.735599,5.199576,2026-06-26,10
2026-06-30,300953,震裕科技,SZ,ROLLING_MOMENTUM,2026-06-30 10:15:00,2026-06-30 10:16:00,2026-06-30 10:30:00,129.42999267578125,132.8000030517578,0.026037321847173,0.025037321847173,0.005125047898474344,0.016491331584016722,0.007864282669350908,0.022619820371289512,0.022619820371289512,-0.02822818763499646,1204779450,21996976290.8,15793975702.4,42.268908,5.142795,2026-06-29,10
2026-07-06,300953,震裕科技,SZ,ROLLING_MOMENTUM,2026-07-06 11:15:00,2026-07-06 11:16:00,2026-07-06 11:30:00,146.82000732421875,146.72999572753906,-0.0006130744598106252,-0.0016130744598106253,0.012385626017195728,0.024510857583042167,0.012385626017195728,0.03349214362677211,0.06502241241538553,0.024582163156401604,1299673963,36506000000,26240000000,50.57,7.75,2026-07-03,10
2026-07-09,300953,震裕科技,SZ,ROLLING_MOMENTUM,2026-07-09 13:15:00,2026-07-09 13:16:00,2026-07-09 13:30:00,119.30999755859375,119.25,-0.0005028711744318182,-0.0015028711744318182,0.002521034048384996,0.006496281788500591,0.016876946488953548,0.02128021381343559,0.05529915573250532,-0.014049561555720569,1331281855.2,30442000000,21881000000,42.17,6.46,2026-07-08,10
2026-07-09,300953,震裕科技,SZ,ROLLING_MOMENTUM,2026-07-09 14:00:00,2026-07-09 14:01:00,2026-07-09 14:15:00,120.80000305175781,121.63999938964844,0.00695361189296273,0.00595361189296273,0.006924760777808681,0.011481752850200921,0.012075492171121693,0.019771896894420493,0.05529915573250532,-0.0025619632941632497,1331281855.2,30442000000,21881000000,42.17,6.46,2026-07-08,10
2026-07-09,300953,震裕科技,SZ,ROLLING_MOMENTUM,2026-07-09 14:15:00,2026-07-09 14:16:00,2026-07-09 14:30:00,121.63999938964844,121,-0.005261422170829921,-0.006261422170829921,0.005954360168755279,0.007871380636547798,0.019443510733807567,0.018585192778741266,0.05529915573250532,0.005289251154119379,1331281855.2,30442000000,21881000000,42.17,6.46,2026-07-08,10
2026-07-10,300953,震裕科技,SZ,ROLLING_MOMENTUM,2026-07-10 10:30:00,2026-07-10 10:31:00,2026-07-10 10:45:00,124.41000366210938,125.30000305175781,0.007153760657909958,0.006153760657909958,0.014764705457690264,0.018753590238973494,0.011053320873146477,0.02574017205665191,0.060314884778440936,-0.018927456373161622,1327740895.25,29626000000,21295000000,41.04,6.29,2026-07-09,10
