tradeDate,symbol,name,market,signalType,signalTime,entryTime,exitTime,entryPrice,exitPrice,grossReturn,netReturn,momentum5,momentum15,momentum30,rollingAmplitude30,intradayAmplitude,tailMomentum,averageAmount20,totalMarketCap,floatMarketCap,peTtm,pb,filterDataDate,roundTripCostBps
2026-06-16,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-16 10:15:00,2026-06-16 10:16:00,2026-06-16 10:30:00,17.25,17.31999969482422,0.004057953323143071,0.003057953323143071,0.006414029900776663,0.02433233460712514,0.03044777485861716,0.03477217704403057,0.03477217704403057,0.02130181174423429,687327063.7,225438344894.6,19659265926.9,12.620026,4.946958,2026-06-15,10
2026-06-16,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-16 13:15:00,2026-06-16 13:16:00,2026-06-16 13:30:00,17.270000457763672,17.219999313354492,-0.0028952601669852696,-0.0038952601669852696,0.00348440044620002,0.0069930559615649646,0.004067495984704017,0.00992991051170744,0.04916065226748079,0.022485270810218116,687327063.7,225438344894.6,19659265926.9,12.620026,4.946958,2026-06-15,10
2026-06-17,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-17 10:30:00,2026-06-17 10:31:00,2026-06-17 10:45:00,17.18000030517578,17.100000381469727,-0.00465657289202448,-0.00565657289202448,0.004678358007099481,0.012971770788864134,0.01416763657330744,0.027332204034852703,0.05426837303041543,0.01416763657330744,700454346.2,219183408157.64,19113806525.46,12.269875,4.809702,2026-06-16,10
2026-06-17,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-17 11:00:00,2026-06-17 11:01:00,2026-06-17 11:15:00,17.389999389648438,17.200000762939453,-0.010925740849771604,-0.011925740849771604,0.0034641724595592116,0.016374197254421796,0.01164137671933374,0.025219960376368533,0.06585365541629451,0.025973944087213763,700454346.2,219183408157.64,19113806525.46,12.269875,4.809702,2026-06-16,10
2026-06-17,002379,宏桥控股,SZ,TAIL_MOMENTUM,2026-06-17 14:45:00,2026-06-17 14:46:00,2026-06-17 15:00:00,17.030000686645508,17.010000228881836,-0.001174424953450326,-0.002174424953450326,0.0005875574978186915,0.00531287778928613,0.0035357322167832717,0.0070922481496633605,0.06585365541629451,0.00531287778928613,700454346.2,219183408157.64,19113806525.46,12.269875,4.809702,2026-06-16,10
2026-06-22,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-22 11:15:00,2026-06-22 11:16:00,2026-06-22 11:30:00,16.889999389648438,16.8799991607666,-0.0005920798841452246,-0.0015920798841452246,0.01137716275622136,0.026747635641468648,0.018697193448061755,0.029878035519251833,0.03543065937516565,-0.02313484700395152,703325630.95,217880296337.44,19000169150.16,12.196927,4.781106,2026-06-18,10
2026-06-22,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-22 13:15:00,2026-06-22 13:16:00,2026-06-22 13:30:00,17.100000381469727,17.010000228881836,-0.00526316670059368,-0.00626316670059368,0.0035191422859770505,0.013625678970384136,0.013025531595812767,0.03225811964818637,0.05558948080388282,-0.010410659088752938,703325630.95,217880296337.44,19000169150.16,12.196927,4.781106,2026-06-18,10
2026-06-24,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-24 11:00:00,2026-06-24 11:01:00,2026-06-24 11:15:00,16.239999771118164,16.1200008392334,-0.00738909689507361,-0.008389096895073611,0.0043289854356181046,0.0024690744626516548,0.0043289854356181046,0.009310962932794098,0.029467101733492873,0.0006161570649347858,730527466.5,210973803690.38,18397891061.07,11.810302,4.629552,2026-06-23,10
2026-06-24,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-24 13:15:00,2026-06-24 13:16:00,2026-06-24 13:30:00,16.350000381469727,16.31999969482422,-0.0018349043391772124,-0.0028349043391772124,0.003067555015309198,0.01113174423787866,0.014267960934378321,0.019888110117435298,0.029467101733492873,0.0073937672592727655,730527466.5,210973803690.38,18397891061.07,11.810302,4.629552,2026-06-23,10
2026-06-25,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-25 11:00:00,2026-06-25 11:01:00,2026-06-25 11:15:00,16.010000228881836,15.890000343322754,-0.007495308172613457,-0.008495308172613458,0.0037664447453205074,0.005028279350930864,0.014593879371576968,0.019059793441653206,0.025575483594881376,0.01717554068085181,685513296.1,210973803690.38,18397891061.07,11.810302,4.629552,2026-06-24,10
2026-06-29,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-29 10:30:00,2026-06-29 10:31:00,2026-06-29 10:45:00,15.1899995803833,15.0600004196167,-0.008558207001828078,-0.009558207001828078,0.005964224763275183,0.02429153966023967,0.02360083501485688,0.026333516448241445,0.03825132874384085,-0.007843129677328364,654980098.1,193772727663.74,16897877707.11,10.847387,4.252096,2026-06-26,10
2026-06-29,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-29 11:15:00,2026-06-29 11:16:00,2026-06-29 11:30:00,15.210000038146973,15.210000038146973,0,-0.001,0.005291000285156278,0.009296107951370258,0.009296107951370258,0.015323087190483031,0.04098356651125812,-0.006535972563600612,654980098.1,193772727663.74,16897877707.11,10.847387,4.252096,2026-06-26,10
2026-06-29,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-06-29 13:30:00,2026-06-29 13:31:00,2026-06-29 13:45:00,15.369999885559082,15.359999656677246,-0.0006506329834934377,-0.0016506329834934377,0.01052630588288439,0.019920267510071143,0.009861907833929706,0.028074871338434004,0.05054643126806169,0.0039215336728373185,654980098.1,193772727663.74,16897877707.11,10.847387,4.252096,2026-06-26,10
2026-06-29,002379,宏桥控股,SZ,TAIL_MOMENTUM,2026-06-29 14:45:00,2026-06-29 14:46:00,2026-06-29 15:00:00,15.420000076293945,15.449999809265137,0.0019455079651595764,0.0009455079651595763,-0.002585647133974467,0.00849673940001927,0.004557333988487677,0.015062183060995826,0.06147538233773053,0.00849673940001927,654980098.1,193772727663.74,16897877707.11,10.847387,4.252096,2026-06-26,10
2026-07-02,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-07-02 10:30:00,2026-07-02 10:31:00,2026-07-02 10:45:00,14.770000457763672,14.880000114440918,0.007447505299123192,0.006447505299123192,0.006816658551442201,0.006816658551442201,0.011643840537820083,0.022068944470635676,0.03042873991857098,0.022145373890825715,633347599.4,189993703385.16,16568329318.74,10.635837,4.169171,2026-07-01,10
2026-07-02,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-07-02 14:15:00,2026-07-02 14:16:00,2026-07-02 14:30:00,14.510000228881836,14.449999809265137,-0.004135108109596719,-0.005135108109596719,0.0013793419147360986,0.004149406601549943,0.006934839177575647,0.00971549929252058,0.03958337941655521,0.004844335600174388,633347599.4,189993703385.16,16568329318.74,10.635837,4.169171,2026-07-01,10
2026-07-09,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-07-09 14:00:00,2026-07-09 14:01:00,2026-07-09 14:15:00,13.930000305175781,14.010000228881836,0.005742995115106453,0.004742995115106453,0.0021583228394850273,0.01235465650190326,0.015306124931472098,0.020497784487474746,0.047759043982465554,-0.011355560374690432,538955801.35,186606000000,16272999999.999998,9.47,3.81,2026-07-08,10
2026-07-09,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-07-09 14:15:00,2026-07-09 14:16:00,2026-07-09 14:30:00,14.010000228881836,14.09000015258789,0.0057102014560379555,0.0047102014560379555,0.0014296253102850098,0.005742995115106453,0.018168604348948847,0.018909107555042715,0.047759043982465554,-0.005677780187345216,538955801.35,186606000000,16272999999.999998,9.47,3.81,2026-07-08,10
2026-07-10,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-07-10 10:45:00,2026-07-10 10:46:00,2026-07-10 11:00:00,14.630000114440918,14.770000457763672,0.009569401382612641,0.00856940138261264,0.011072653946301081,0.013879237431154712,0.008281565731855123,0.016678232480343835,0.04792561503809378,0.008977908739687734,535453928,184390000000,16080000000.000002,9.36,3.76,2026-07-09,10
2026-07-14,002379,宏桥控股,SZ,ROLLING_MOMENTUM,2026-07-14 10:30:00,2026-07-14 10:31:00,2026-07-14 10:45:00,16.170000076293945,16.639999389648438,0.029066129322011358,0.028066129322011357,0.0018576276999464625,0.010618368136389389,0.029917267083867216,0.03316329385478567,0.07284770554175712,-0.07489991326961765,545260879.1,207194999999.99997,18068000000,10.51,4.23,2026-07-13,10
