rebalanceMonth,benchmarkWeightDate,periodStartDate,periodEndDate,enhancedPortfolioReturn,constituentBenchmarkCumulativeReturn,officialIndexCumulativeReturn,constituentExcessReturn,officialIndexExcessReturn,activeShare,maxInitialAbsoluteWeightDeviationPct,initialActiveShare
2026-07-01,2026-06-30,2026-07-01,2026-07-16,-0.05387072647793767,-0.05507221093472825,-0.0408209641059466,0.0012014844567905802,-0.01304976237199107,0.038717527765005436,0.2666430469155321,0.037900741874767704
