tradeDate,factor,label,category,ic,coverage,universe
2015-01-05,roe,ROE,盈利,0.09918363851777741,1912,2038
2015-01-05,grossMargin,毛利率,盈利,0.09748622811350509,1912,2038
2015-01-05,ocfToRevenue,经营现金流/营收,现金流,-0.04369181281850592,1912,2038
2015-01-05,fcfToEv,自由现金流/企业价值,现金流,0.006454728371079814,1874,2038
2015-01-05,debtToAssets,资产负债率,质量,0.09450843242262286,1912,2038
2015-01-05,receivablesTurnover,应收账款周转率,质量,0.07456247027958858,1877,2038
2015-01-05,inventoryTurnover,存货周转率,质量,0.03621370629719009,1869,2038
2015-01-05,logMarketCap,总市值(对数),规模,-0.040504728234162776,2038,2038
2015-01-05,logRevenue,营业收入(对数),规模,-0.11117094770801358,1912,2038
2015-01-05,logAssets,总资产(对数),规模,-0.11588253209932868,1912,2038
2015-01-05,turnover,换手率,换手率,0.1085061885853769,2038,2038
2015-01-05,turnover20,20日平均换手率,换手率,0.09970338359648559,2038,2038
2015-01-05,turnoverStd20,20日换手率标准差,换手率,0.11951003886519006,2038,2038
2015-01-12,roe,ROE,盈利,0.08699256899990611,1917,2040
2015-01-12,grossMargin,毛利率,盈利,0.07514361983362687,1917,2040
2015-01-12,ocfToRevenue,经营现金流/营收,现金流,-0.09217136860826097,1917,2040
2015-01-12,fcfToEv,自由现金流/企业价值,现金流,-0.027473005295574206,1879,2040
2015-01-12,debtToAssets,资产负债率,质量,0.10189704076532562,1917,2040
2015-01-12,receivablesTurnover,应收账款周转率,质量,0.02136399848808888,1882,2040
2015-01-12,inventoryTurnover,存货周转率,质量,-0.028550103555017862,1874,2040
2015-01-12,logMarketCap,总市值(对数),规模,-0.20123242860368895,2040,2040
2015-01-12,logRevenue,营业收入(对数),规模,-0.23847442893511403,1917,2040
2015-01-12,logAssets,总资产(对数),规模,-0.25747930780760553,1917,2040
2015-01-12,turnover,换手率,换手率,0.0928124476642047,2040,2040
2015-01-12,turnover20,20日平均换手率,换手率,0.08397420311915493,2040,2040
2015-01-12,turnoverStd20,20日换手率标准差,换手率,0.10359779565755653,2040,2040
2015-01-19,roe,ROE,盈利,-0.04638068695534494,1910,2030
2015-01-19,grossMargin,毛利率,盈利,-0.11533664597828401,1910,2030
2015-01-19,ocfToRevenue,经营现金流/营收,现金流,-0.07281647924184959,1910,2030
2015-01-19,fcfToEv,自由现金流/企业价值,现金流,-0.008276378830187038,1873,2030
2015-01-19,debtToAssets,资产负债率,质量,-0.08969191062783391,1910,2030
2015-01-19,receivablesTurnover,应收账款周转率,质量,-0.0314669846442397,1876,2030
2015-01-19,inventoryTurnover,存货周转率,质量,-0.006166647227315756,1869,2030
2015-01-19,logMarketCap,总市值(对数),规模,-0.036304256752064626,2030,2030
2015-01-19,logRevenue,营业收入(对数),规模,0.010972033111196003,1910,2030
2015-01-19,logAssets,总资产(对数),规模,-0.006098646604491041,1910,2030
2015-01-19,turnover,换手率,换手率,0.08280506237490504,2030,2030
2015-01-19,turnover20,20日平均换手率,换手率,0.00891682889883363,2030,2030
2015-01-19,turnoverStd20,20日换手率标准差,换手率,0.025663075815447495,2030,2030
2015-01-26,roe,ROE,盈利,0.053619410084896804,1923,2044
2015-01-26,grossMargin,毛利率,盈利,0.021407248361585172,1923,2044
2015-01-26,ocfToRevenue,经营现金流/营收,现金流,-0.06724312023705031,1923,2044
2015-01-26,fcfToEv,自由现金流/企业价值,现金流,-0.016211312139815658,1886,2044
2015-01-26,debtToAssets,资产负债率,质量,0.0591153744664245,1923,2044
2015-01-26,receivablesTurnover,应收账款周转率,质量,-0.049447326888006626,1889,2044
2015-01-26,inventoryTurnover,存货周转率,质量,-0.02272151511337289,1881,2044
2015-01-26,logMarketCap,总市值(对数),规模,-0.2503893961222299,2044,2044
2015-01-26,logRevenue,营业收入(对数),规模,-0.18916751492748296,1923,2044
2015-01-26,logAssets,总资产(对数),规模,-0.2164759669392478,1923,2044
2015-01-26,turnover,换手率,换手率,0.12870516741756988,2044,2044
2015-01-26,turnover20,20日平均换手率,换手率,0.16358261566861862,2044,2044
2015-01-26,turnoverStd20,20日换手率标准差,换手率,0.1667816890537909,2044,2044
2015-02-02,roe,ROE,盈利,0.018996377886947267,1935,2060
2015-02-02,grossMargin,毛利率,盈利,0.06267155435636303,1935,2060
2015-02-02,ocfToRevenue,经营现金流/营收,现金流,-0.01300775389963852,1935,2060
2015-02-02,fcfToEv,自由现金流/企业价值,现金流,0.02080678500336663,1899,2060
2015-02-02,debtToAssets,资产负债率,质量,0.034467329533347094,1935,2060
2015-02-02,receivablesTurnover,应收账款周转率,质量,0.04883039928313454,1902,2060
2015-02-02,inventoryTurnover,存货周转率,质量,0.005476499525982342,1895,2060
2015-02-02,logMarketCap,总市值(对数),规模,-0.04150044945197951,2060,2060
2015-02-02,logRevenue,营业收入(对数),规模,-0.08505887663232524,1935,2060
2015-02-02,logAssets,总资产(对数),规模,-0.08487593281408948,1935,2060
2015-02-02,turnover,换手率,换手率,0.07123889721488853,2060,2060
2015-02-02,turnover20,20日平均换手率,换手率,0.08332261910892028,2060,2060
2015-02-02,turnoverStd20,20日换手率标准差,换手率,0.0910012889842832,2060,2060
2015-02-09,roe,ROE,盈利,0.025698114139858712,1939,2063
2015-02-09,grossMargin,毛利率,盈利,0.08156003692795326,1939,2063
2015-02-09,ocfToRevenue,经营现金流/营收,现金流,0.021319134792254675,1939,2063
2015-02-09,fcfToEv,自由现金流/企业价值,现金流,-0.007500790010848963,1902,2063
2015-02-09,debtToAssets,资产负债率,质量,0.09971372549516497,1939,2063
2015-02-09,receivablesTurnover,应收账款周转率,质量,-0.03671332267852018,1905,2063
2015-02-09,inventoryTurnover,存货周转率,质量,-0.049969289921863905,1899,2063
2015-02-09,logMarketCap,总市值(对数),规模,-0.04658092646144913,2063,2063
2015-02-09,logRevenue,营业收入(对数),规模,-0.11269662196056245,1939,2063
2015-02-09,logAssets,总资产(对数),规模,-0.08801089505057076,1939,2063
2015-02-09,turnover,换手率,换手率,0.026800216195014423,2063,2063
2015-02-09,turnover20,20日平均换手率,换手率,-0.06718840886781371,2063,2063
2015-02-09,turnoverStd20,20日换手率标准差,换手率,-0.034656851628752,2063,2063
2015-02-16,roe,ROE,盈利,-0.06628290542996579,1951,2080
2015-02-16,grossMargin,毛利率,盈利,-0.04018909687432678,1951,2080
2015-02-16,ocfToRevenue,经营现金流/营收,现金流,-0.03519720410315391,1951,2080
2015-02-16,fcfToEv,自由现金流/企业价值,现金流,-0.038366901619616235,1914,2080
2015-02-16,debtToAssets,资产负债率,质量,-0.08999564525539967,1951,2080
2015-02-16,receivablesTurnover,应收账款周转率,质量,-0.011733238839780535,1916,2080
2015-02-16,inventoryTurnover,存货周转率,质量,-0.006769290677615427,1909,2080
2015-02-16,logMarketCap,总市值(对数),规模,-0.05287608835277868,2080,2080
2015-02-16,logRevenue,营业收入(对数),规模,-0.024735371121575304,1951,2080
2015-02-16,logAssets,总资产(对数),规模,-0.012007336348269573,1951,2080
2015-02-16,turnover,换手率,换手率,0.021596398151678096,2080,2080
2015-02-16,turnover20,20日平均换手率,换手率,0.005625030740182149,2080,2080
2015-02-16,turnoverStd20,20日换手率标准差,换手率,0.0032911826861911795,2080,2080
2015-03-02,roe,ROE,盈利,-0.015647603899533822,1948,2077
2015-03-02,grossMargin,毛利率,盈利,-0.05656559423850682,1948,2077
2015-03-02,ocfToRevenue,经营现金流/营收,现金流,-0.022573481022084837,1948,2077
2015-03-02,fcfToEv,自由现金流/企业价值,现金流,-0.0228646180572816,1910,2077
2015-03-02,debtToAssets,资产负债率,质量,-0.001386566208659672,1948,2077
2015-03-02,receivablesTurnover,应收账款周转率,质量,-0.05243592384115628,1912,2077
2015-03-02,inventoryTurnover,存货周转率,质量,-0.006105138941482522,1905,2077
2015-03-02,logMarketCap,总市值(对数),规模,-0.25721198696242736,2077,2077
2015-03-02,logRevenue,营业收入(对数),规模,-0.13852916734077647,1948,2077
2015-03-02,logAssets,总资产(对数),规模,-0.16215501683599456,1948,2077
2015-03-02,turnover,换手率,换手率,0.07595184380215585,2077,2077
2015-03-02,turnover20,20日平均换手率,换手率,0.09641993677368021,2077,2077
2015-03-02,turnoverStd20,20日换手率标准差,换手率,0.09696698317886658,2077,2077
2015-03-09,roe,ROE,盈利,0.020254365646816777,1929,2058
2015-03-09,grossMargin,毛利率,盈利,0.05758969854157558,1929,2058
2015-03-09,ocfToRevenue,经营现金流/营收,现金流,0.0012229938312803368,1929,2058
2015-03-09,fcfToEv,自由现金流/企业价值,现金流,0.03801606507811375,1893,2058
2015-03-09,debtToAssets,资产负债率,质量,0.057688935001741506,1929,2058
2015-03-09,receivablesTurnover,应收账款周转率,质量,-0.036015502263730625,1894,2058
2015-03-09,inventoryTurnover,存货周转率,质量,-0.07877039885322432,1887,2058
2015-03-09,logMarketCap,总市值(对数),规模,-0.06708337073089876,2058,2058
2015-03-09,logRevenue,营业收入(对数),规模,-0.08180369450363796,1929,2058
2015-03-09,logAssets,总资产(对数),规模,-0.07003857324748324,1929,2058
2015-03-09,turnover,换手率,换手率,0.06072820885777884,2058,2058
2015-03-09,turnover20,20日平均换手率,换手率,0.04087797057728419,2058,2058
2015-03-09,turnoverStd20,20日换手率标准差,换手率,0.07780922823490749,2058,2058
2015-03-16,roe,ROE,盈利,-0.014923768618026575,1914,2041
2015-03-16,grossMargin,毛利率,盈利,-0.008126751003663942,1914,2041
2015-03-16,ocfToRevenue,经营现金流/营收,现金流,0.008157584180366668,1914,2041
2015-03-16,fcfToEv,自由现金流/企业价值,现金流,-0.021540513599680438,1877,2041
2015-03-16,debtToAssets,资产负债率,质量,-0.021617270383599844,1914,2041
2015-03-16,receivablesTurnover,应收账款周转率,质量,-0.056911114165353695,1878,2041
2015-03-16,inventoryTurnover,存货周转率,质量,-0.06461749545021875,1871,2041
2015-03-16,logMarketCap,总市值(对数),规模,-0.06816791934807485,2041,2041
2015-03-16,logRevenue,营业收入(对数),规模,-0.03766527043975439,1914,2041
2015-03-16,logAssets,总资产(对数),规模,-0.02982968712529391,1914,2041
2015-03-16,turnover,换手率,换手率,-0.010537173463178437,2041,2041
2015-03-16,turnover20,20日平均换手率,换手率,-0.008531970946702548,2041,2041
2015-03-16,turnoverStd20,20日换手率标准差,换手率,0.02270481022096898,2041,2041
2015-03-23,roe,ROE,盈利,0.009605469682930886,1896,2019
2015-03-23,grossMargin,毛利率,盈利,-0.031282991932449794,1896,2019
2015-03-23,ocfToRevenue,经营现金流/营收,现金流,-0.02041358487101667,1896,2019
2015-03-23,fcfToEv,自由现金流/企业价值,现金流,-0.030031228534109927,1859,2019
2015-03-23,debtToAssets,资产负债率,质量,-0.09248721124263723,1896,2019
2015-03-23,receivablesTurnover,应收账款周转率,质量,0.027674281533171672,1860,2019
2015-03-23,inventoryTurnover,存货周转率,质量,0.07060046517426526,1853,2019
2015-03-23,logMarketCap,总市值(对数),规模,-0.0021873348082679838,2019,2019
2015-03-23,logRevenue,营业收入(对数),规模,0.09809618632036675,1896,2019
2015-03-23,logAssets,总资产(对数),规模,0.12151995874017556,1896,2019
2015-03-23,turnover,换手率,换手率,0.08657014287098268,2019,2019
2015-03-23,turnover20,20日平均换手率,换手率,0.09777722410431662,2019,2019
2015-03-23,turnoverStd20,20日换手率标准差,换手率,0.08984503213008448,2019,2019
2015-03-30,roe,ROE,盈利,0.04702365786059011,1884,2002
2015-03-30,grossMargin,毛利率,盈利,0.06900727065018959,1884,2002
2015-03-30,ocfToRevenue,经营现金流/营收,现金流,-0.04175333301755567,1884,2002
2015-03-30,fcfToEv,自由现金流/企业价值,现金流,-0.001193264200575625,1848,2002
2015-03-30,debtToAssets,资产负债率,质量,0.10592105037401656,1884,2002
2015-03-30,receivablesTurnover,应收账款周转率,质量,-0.003796208342797256,1849,2002
2015-03-30,inventoryTurnover,存货周转率,质量,0.011481878753835113,1842,2002
2015-03-30,logMarketCap,总市值(对数),规模,-0.19996419002584878,2002,2002
2015-03-30,logRevenue,营业收入(对数),规模,-0.18907987330818712,1884,2002
2015-03-30,logAssets,总资产(对数),规模,-0.19367878007671108,1884,2002
2015-03-30,turnover,换手率,换手率,0.07602045816134807,2002,2002
2015-03-30,turnover20,20日平均换手率,换手率,0.030917280582827576,2002,2002
2015-03-30,turnoverStd20,20日换手率标准差,换手率,0.057749412179012125,2002,2002
2015-04-07,roe,ROE,盈利,-0.05168864543218663,1885,2006
2015-04-07,grossMargin,毛利率,盈利,-0.060141154783903826,1885,2006
2015-04-07,ocfToRevenue,经营现金流/营收,现金流,0.017554144856026396,1885,2006
2015-04-07,fcfToEv,自由现金流/企业价值,现金流,0.0020021023671822178,1849,2006
2015-04-07,debtToAssets,资产负债率,质量,-0.05721257532852757,1885,2006
2015-04-07,receivablesTurnover,应收账款周转率,质量,-0.07460438336587875,1850,2006
2015-04-07,inventoryTurnover,存货周转率,质量,-0.04449468742090423,1842,2006
2015-04-07,logMarketCap,总市值(对数),规模,-0.07478818271753297,2006,2006
2015-04-07,logRevenue,营业收入(对数),规模,0.0019193842843232777,1885,2006
2015-04-07,logAssets,总资产(对数),规模,0.006166083761395615,1885,2006
2015-04-07,turnover,换手率,换手率,0.12244787944588785,2006,2006
2015-04-07,turnover20,20日平均换手率,换手率,0.10375990379693788,2006,2006
2015-04-07,turnoverStd20,20日换手率标准差,换手率,0.10242846887490858,2006,2006
2015-04-14,roe,ROE,盈利,-0.03774591927581774,1884,2007
2015-04-14,grossMargin,毛利率,盈利,-0.051133764326019376,1884,2007
2015-04-14,ocfToRevenue,经营现金流/营收,现金流,0.016894761390838026,1884,2007
2015-04-14,fcfToEv,自由现金流/企业价值,现金流,-0.019344636817650043,1847,2007
2015-04-14,debtToAssets,资产负债率,质量,-0.08690477597755213,1884,2007
2015-04-14,receivablesTurnover,应收账款周转率,质量,0.058016866890560535,1848,2007
2015-04-14,inventoryTurnover,存货周转率,质量,0.00122163144101248,1840,2007
2015-04-14,logMarketCap,总市值(对数),规模,0.09884312087636947,2007,2007
2015-04-14,logRevenue,营业收入(对数),规模,0.14625123390512057,1884,2007
2015-04-14,logAssets,总资产(对数),规模,0.17827990546496245,1884,2007
2015-04-14,turnover,换手率,换手率,0.12431464221976583,2007,2007
2015-04-14,turnover20,20日平均换手率,换手率,0.09564466812465168,2007,2007
2015-04-14,turnoverStd20,20日换手率标准差,换手率,0.06397118729155533,2007,2007
2015-04-21,roe,ROE,盈利,-0.10781519223370177,1888,2010
2015-04-21,grossMargin,毛利率,盈利,-0.0337790383035969,1888,2010
2015-04-21,ocfToRevenue,经营现金流/营收,现金流,-0.039198326738375255,1888,2010
2015-04-21,fcfToEv,自由现金流/企业价值,现金流,-0.008206256543379128,1851,2010
2015-04-21,debtToAssets,资产负债率,质量,-0.03049937620151831,1888,2010
2015-04-21,receivablesTurnover,应收账款周转率,质量,-0.009639664652548605,1852,2010
2015-04-21,inventoryTurnover,存货周转率,质量,-0.06475213932887727,1844,2010
2015-04-21,logMarketCap,总市值(对数),规模,-0.060335181126221486,2010,2010
2015-04-21,logRevenue,营业收入(对数),规模,-0.024097273992770833,1888,2010
2015-04-21,logAssets,总资产(对数),规模,0.007422523570026774,1888,2010
2015-04-21,turnover,换手率,换手率,0.15106767486755876,2010,2010
2015-04-21,turnover20,20日平均换手率,换手率,0.10958209490881181,2010,2010
2015-04-21,turnoverStd20,20日换手率标准差,换手率,0.10047659722456864,2010,2010
2015-04-28,roe,ROE,盈利,0.006633319752609907,1891,2015
2015-04-28,grossMargin,毛利率,盈利,0.08255195105196171,1891,2015
2015-04-28,ocfToRevenue,经营现金流/营收,现金流,0.010012639604059537,1891,2015
2015-04-28,fcfToEv,自由现金流/企业价值,现金流,0.004563467432637113,1856,2015
2015-04-28,debtToAssets,资产负债率,质量,0.08978355577333456,1891,2015
2015-04-28,receivablesTurnover,应收账款周转率,质量,0.01343021957772696,1857,2015
2015-04-28,inventoryTurnover,存货周转率,质量,-0.04192745073610829,1852,2015
2015-04-28,logMarketCap,总市值(对数),规模,-0.1316651621338797,2015,2015
2015-04-28,logRevenue,营业收入(对数),规模,-0.19893014877926954,1891,2015
2015-04-28,logAssets,总资产(对数),规模,-0.1811296630215138,1891,2015
2015-04-28,turnover,换手率,换手率,0.11864731173269484,2015,2015
2015-04-28,turnover20,20日平均换手率,换手率,0.06860076804721199,2015,2015
2015-04-28,turnoverStd20,20日换手率标准差,换手率,0.08409001847921832,2015,2015
2015-05-06,roe,ROE,盈利,0.03623528950901999,1878,1999
2015-05-06,grossMargin,毛利率,盈利,0.0739894188506537,1878,1999
2015-05-06,ocfToRevenue,经营现金流/营收,现金流,0.02196894343415149,1878,1999
2015-05-06,fcfToEv,自由现金流/企业价值,现金流,-0.009739184665007911,1842,1999
2015-05-06,debtToAssets,资产负债率,质量,0.1002324498392923,1878,1999
2015-05-06,receivablesTurnover,应收账款周转率,质量,0.024290105662508193,1843,1999
2015-05-06,inventoryTurnover,存货周转率,质量,-0.04206692840656061,1838,1999
2015-05-06,logMarketCap,总市值(对数),规模,-0.12495648452212144,1999,1999
2015-05-06,logRevenue,营业收入(对数),规模,-0.2032374894445045,1878,1999
2015-05-06,logAssets,总资产(对数),规模,-0.21735999833106756,1878,1999
2015-05-06,turnover,换手率,换手率,0.04843211340266034,1999,1999
2015-05-06,turnover20,20日平均换手率,换手率,0.01880966220456285,1999,1999
2015-05-06,turnoverStd20,20日换手率标准差,换手率,0.0016338681691297889,1999,1999
2015-05-13,roe,ROE,盈利,0.04120221268022434,1890,2011
2015-05-13,grossMargin,毛利率,盈利,0.04990832018286055,1890,2011
2015-05-13,ocfToRevenue,经营现金流/营收,现金流,0.06710355369736834,1890,2011
2015-05-13,fcfToEv,自由现金流/企业价值,现金流,-0.04361953395119039,1855,2011
2015-05-13,debtToAssets,资产负债率,质量,0.089216930892355,1890,2011
2015-05-13,receivablesTurnover,应收账款周转率,质量,-0.013568339375447425,1856,2011
2015-05-13,inventoryTurnover,存货周转率,质量,-0.002014280011286244,1851,2011
2015-05-13,logMarketCap,总市值(对数),规模,-0.2529252764154022,2011,2011
2015-05-13,logRevenue,营业收入(对数),规模,-0.26807406248652016,1890,2011
2015-05-13,logAssets,总资产(对数),规模,-0.27741145486875207,1890,2011
2015-05-13,turnover,换手率,换手率,0.08559436363989681,2011,2011
2015-05-13,turnover20,20日平均换手率,换手率,0.043668429462458275,2011,2011
2015-05-13,turnoverStd20,20日换手率标准差,换手率,0.061041163309922125,2011,2011
2015-05-20,roe,ROE,盈利,0.02232165917586134,1880,2001
2015-05-20,grossMargin,毛利率,盈利,-0.045956830234906744,1880,2001
2015-05-20,ocfToRevenue,经营现金流/营收,现金流,0.11646607853519417,1880,2001
2015-05-20,fcfToEv,自由现金流/企业价值,现金流,-0.035520468148229026,1843,2001
2015-05-20,debtToAssets,资产负债率,质量,-0.025341018498417623,1880,2001
2015-05-20,receivablesTurnover,应收账款周转率,质量,-0.06040725715857297,1844,2001
2015-05-20,inventoryTurnover,存货周转率,质量,-0.02349698435530081,1840,2001
2015-05-20,logMarketCap,总市值(对数),规模,-0.20051145356979,2001,2001
2015-05-20,logRevenue,营业收入(对数),规模,-0.06871150916963922,1880,2001
2015-05-20,logAssets,总资产(对数),规模,-0.09109982303648227,1880,2001
2015-05-20,turnover,换手率,换手率,0.07247082424660489,2001,2001
2015-05-20,turnover20,20日平均换手率,换手率,0.07519312509999303,2001,2001
2015-05-20,turnoverStd20,20日换手率标准差,换手率,0.0868582650505952,2001,2001
2015-05-27,roe,ROE,盈利,0.008996272532383491,1849,1969
2015-05-27,grossMargin,毛利率,盈利,0.02782784544197745,1849,1969
2015-05-27,ocfToRevenue,经营现金流/营收,现金流,0.09572445325740855,1849,1969
2015-05-27,fcfToEv,自由现金流/企业价值,现金流,-0.009316184552524727,1813,1969
2015-05-27,debtToAssets,资产负债率,质量,0.019184866575063127,1849,1969
2015-05-27,receivablesTurnover,应收账款周转率,质量,-0.040776732599870955,1814,1969
2015-05-27,inventoryTurnover,存货周转率,质量,0.001290762532723887,1810,1969
2015-05-27,logMarketCap,总市值(对数),规模,-0.20708735240006118,1969,1969
2015-05-27,logRevenue,营业收入(对数),规模,-0.12939404490938408,1849,1969
2015-05-27,logAssets,总资产(对数),规模,-0.12757910614584755,1849,1969
2015-05-27,turnover,换手率,换手率,0.1258707692608139,1969,1969
2015-05-27,turnover20,20日平均换手率,换手率,0.0684077555270767,1969,1969
2015-05-27,turnoverStd20,20日换手率标准差,换手率,0.08313577249303312,1969,1969
2015-06-03,roe,ROE,盈利,-0.022823560777724298,1828,1942
2015-06-03,grossMargin,毛利率,盈利,-0.08217641271129894,1828,1942
2015-06-03,ocfToRevenue,经营现金流/营收,现金流,0.09328124116341685,1828,1942
2015-06-03,fcfToEv,自由现金流/企业价值,现金流,-0.015851113356764184,1791,1942
2015-06-03,debtToAssets,资产负债率,质量,-0.10543363473423661,1828,1942
2015-06-03,receivablesTurnover,应收账款周转率,质量,-0.10060244890741585,1792,1942
2015-06-03,inventoryTurnover,存货周转率,质量,-0.03025997685133118,1788,1942
2015-06-03,logMarketCap,总市值(对数),规模,-0.10061196367202974,1942,1942
2015-06-03,logRevenue,营业收入(对数),规模,0.09578170298471216,1828,1942
2015-06-03,logAssets,总资产(对数),规模,0.08388999944299974,1828,1942
2015-06-03,turnover,换手率,换手率,0.1008448019144045,1942,1942
2015-06-03,turnover20,20日平均换手率,换手率,0.06206088090626553,1942,1942
2015-06-03,turnoverStd20,20日换手率标准差,换手率,0.04601482276754559,1942,1942
2015-06-10,roe,ROE,盈利,-0.013220643545590006,1819,1935
2015-06-10,grossMargin,毛利率,盈利,-0.04379776550674151,1819,1935
2015-06-10,ocfToRevenue,经营现金流/营收,现金流,0.09685289261571457,1819,1935
2015-06-10,fcfToEv,自由现金流/企业价值,现金流,-0.040733814867059695,1784,1935
2015-06-10,debtToAssets,资产负债率,质量,-0.04637160787809761,1819,1935
2015-06-10,receivablesTurnover,应收账款周转率,质量,-0.08937345829237364,1785,1935
2015-06-10,inventoryTurnover,存货周转率,质量,-0.01706828169836278,1781,1935
2015-06-10,logMarketCap,总市值(对数),规模,-0.2027545474105746,1935,1935
2015-06-10,logRevenue,营业收入(对数),规模,-0.04711624355197168,1819,1935
2015-06-10,logAssets,总资产(对数),规模,-0.05304372858444971,1819,1935
2015-06-10,turnover,换手率,换手率,0.0043095470200233115,1935,1935
2015-06-10,turnover20,20日平均换手率,换手率,0.01206100571654678,1935,1935
2015-06-10,turnoverStd20,20日换手率标准差,换手率,0.019744580928339917,1935,1935
2015-06-17,roe,ROE,盈利,0.036681632965872596,1815,1930
2015-06-17,grossMargin,毛利率,盈利,-0.019499604310337208,1815,1930
2015-06-17,ocfToRevenue,经营现金流/营收,现金流,0.0002760775817563147,1815,1930
2015-06-17,fcfToEv,自由现金流/企业价值,现金流,-0.007229207129142646,1779,1930
2015-06-17,debtToAssets,资产负债率,质量,-0.06358221699183748,1815,1930
2015-06-17,receivablesTurnover,应收账款周转率,质量,-0.031493817423871265,1780,1930
2015-06-17,inventoryTurnover,存货周转率,质量,0.02587000732931132,1776,1930
2015-06-17,logMarketCap,总市值(对数),规模,0.10534112393736315,1930,1930
2015-06-17,logRevenue,营业收入(对数),规模,0.1641075440686848,1815,1930
2015-06-17,logAssets,总资产(对数),规模,0.17266191776241957,1815,1930
2015-06-17,turnover,换手率,换手率,0.1122102924549753,1930,1930
2015-06-17,turnover20,20日平均换手率,换手率,0.10993095336097813,1930,1930
2015-06-17,turnoverStd20,20日换手率标准差,换手率,0.06045935794288894,1930,1930
2015-06-25,roe,ROE,盈利,0.15512050075469597,1828,1951
2015-06-25,grossMargin,毛利率,盈利,0.0639024330901522,1828,1951
2015-06-25,ocfToRevenue,经营现金流/营收,现金流,-0.0813458083173653,1828,1951
2015-06-25,fcfToEv,自由现金流/企业价值,现金流,0.007210715725854298,1791,1951
2015-06-25,debtToAssets,资产负债率,质量,-0.017212217559707782,1828,1951
2015-06-25,receivablesTurnover,应收账款周转率,质量,0.020399183636657135,1792,1951
2015-06-25,inventoryTurnover,存货周转率,质量,0.062080022803664106,1788,1951
2015-06-25,logMarketCap,总市值(对数),规模,0.26327504030001186,1951,1951
2015-06-25,logRevenue,营业收入(对数),规模,0.24830829698460696,1828,1951
2015-06-25,logAssets,总资产(对数),规模,0.2696054480578529,1828,1951
2015-06-25,turnover,换手率,换手率,0.09956479878239569,1951,1951
2015-06-25,turnover20,20日平均换手率,换手率,0.12730820425677322,1951,1951
2015-06-25,turnoverStd20,20日换手率标准差,换手率,0.0323854849198939,1951,1951
2015-07-02,roe,ROE,盈利,0.15897337977105117,1791,1908
2015-07-02,grossMargin,毛利率,盈利,0.12335498369807335,1791,1908
2015-07-02,ocfToRevenue,经营现金流/营收,现金流,-0.12469394149920644,1791,1908
2015-07-02,fcfToEv,自由现金流/企业价值,现金流,0.04863174974275031,1754,1908
2015-07-02,debtToAssets,资产负债率,质量,0.07045330312277921,1791,1908
2015-07-02,receivablesTurnover,应收账款周转率,质量,0.1193596832451991,1755,1908
2015-07-02,inventoryTurnover,存货周转率,质量,0.0697241703871715,1751,1908
2015-07-02,logMarketCap,总市值(对数),规模,0.3558825519176673,1908,1908
2015-07-02,logRevenue,营业收入(对数),规模,0.2640721787277621,1791,1908
2015-07-02,logAssets,总资产(对数),规模,0.29617906512075287,1791,1908
2015-07-02,turnover,换手率,换手率,0.05126222458304405,1908,1908
2015-07-02,turnover20,20日平均换手率,换手率,0.12799232473547098,1908,1908
2015-07-02,turnoverStd20,20日换手率标准差,换手率,0.0593297670870767,1908,1908
2015-07-09,roe,ROE,盈利,0.11543750165049041,1048,1098
2015-07-09,grossMargin,毛利率,盈利,0.06340555755997794,1048,1098
2015-07-09,ocfToRevenue,经营现金流/营收,现金流,0.1410819498031771,1048,1098
2015-07-09,fcfToEv,自由现金流/企业价值,现金流,-0.02568955731001369,1011,1098
2015-07-09,debtToAssets,资产负债率,质量,0.07225351019758335,1048,1098
2015-07-09,receivablesTurnover,应收账款周转率,质量,0.04044275265079084,1013,1098
2015-07-09,inventoryTurnover,存货周转率,质量,-0.04575017263831242,1010,1098
2015-07-09,logMarketCap,总市值(对数),规模,-0.24122033595898143,1098,1098
2015-07-09,logRevenue,营业收入(对数),规模,-0.18075333296060364,1048,1098
2015-07-09,logAssets,总资产(对数),规模,-0.18540977351499663,1048,1098
2015-07-09,turnover,换手率,换手率,0.2130141248594348,1098,1098
2015-07-09,turnover20,20日平均换手率,换手率,-0.005397360398461928,1098,1098
2015-07-09,turnoverStd20,20日换手率标准差,换手率,0.08826705704067203,1098,1098
2015-07-16,roe,ROE,盈利,-0.08595550421679339,1644,1737
2015-07-16,grossMargin,毛利率,盈利,-0.06749179709503171,1644,1737
2015-07-16,ocfToRevenue,经营现金流/营收,现金流,0.11659475378047311,1644,1737
2015-07-16,fcfToEv,自由现金流/企业价值,现金流,-0.04864827800792338,1607,1737
2015-07-16,debtToAssets,资产负债率,质量,-0.03290270900399604,1644,1737
2015-07-16,receivablesTurnover,应收账款周转率,质量,-0.06994917523398464,1607,1737
2015-07-16,inventoryTurnover,存货周转率,质量,-0.09450290259170699,1602,1737
2015-07-16,logMarketCap,总市值(对数),规模,-0.3188443848728552,1737,1737
2015-07-16,logRevenue,营业收入(对数),规模,-0.27512057936782724,1644,1737
2015-07-16,logAssets,总资产(对数),规模,-0.30571378064702864,1644,1737
2015-07-16,turnover,换手率,换手率,-0.14451838414122117,1737,1737
2015-07-16,turnover20,20日平均换手率,换手率,0.014414358949613584,1737,1737
2015-07-16,turnoverStd20,20日换手率标准差,换手率,-0.03964124675947277,1737,1737
2015-07-23,roe,ROE,盈利,-0.0072786307419942416,1750,1857
