configuration,months,averageMonthlyReturn,monthlyVolatility,annualizedReturn,annualizedVolatility,annualizedSharpe,cumulativeReturn,monthlyWinRate,averageOneWayTurnover,worstMonth,bestMonth
EQUAL_WEIGHT,53,0.00652715018828881,0.058066308607416565,0.06158488032991527,0.201147593432039,0.38939467742590395,0.30206710235753587,0.5094339622641509,0.14615384615384613,-0.09068233557658832,0.2805280666195251
MARKET_CAP_WEIGHT,53,0.005755396015166989,0.05437208929335475,0.0542889527557604,0.1883504423395244,0.3666821873319857,0.26300522325157916,0.5094339622641509,0.17780994754972893,-0.09305325415044598,0.2780526398593059
