signalMonth,previousSignalMonth,action,indexCode,industryName,previousRank,currentRank,previousEqualWeight,currentEqualWeight,previousMarketCapWeight,currentMarketCapWeight
2026-02-01,2026-01-01,REWEIGHT,801770,通信,2,2,0.2,0.2,0.3928583555562516,0.36801965844447276
2026-02-01,2026-01-01,REWEIGHT,801710,建筑材料,3,3,0.2,0.2,0.06551781097440668,0.06639371737412997
2026-02-01,2026-01-01,REWEIGHT,801720,建筑装饰,4,4,0.2,0.2,0.12965804624448124,0.12413532290194375
2026-03-01,2026-02-01,ADD,801160,公用事业,,5,0,0.2,0,0.2686532104054165
2026-03-01,2026-02-01,REWEIGHT,801960,石油石化,1,1,0.2,0.2,0.3205725500258895,0.38146375139508526
2026-03-01,2026-02-01,REWEIGHT,801950,煤炭,5,2,0.2,0.2,0.12087875125356394,0.1491984356028602
2026-03-01,2026-02-01,REWEIGHT,801720,建筑装饰,4,3,0.2,0.2,0.12413532290194375,0.13432138130110716
2026-03-01,2026-02-01,REWEIGHT,801710,建筑材料,3,4,0.2,0.2,0.06639371737412997,0.06636322129553097
2026-04-01,2026-03-01,ADD,801770,通信,,3,0,0.2,0,0.20598729433010793
2026-04-01,2026-03-01,ADD,801780,银行,,4,0,0.2,0,0.43795795800564585
2026-04-01,2026-03-01,REWEIGHT,801960,石油石化,1,1,0.2,0.2,0.38146375139508526,0.16837680587514464
2026-04-01,2026-03-01,REWEIGHT,801950,煤炭,2,2,0.2,0.2,0.1491984356028602,0.06985354577458737
2026-04-01,2026-03-01,REWEIGHT,801160,公用事业,5,5,0.2,0.2,0.2686532104054165,0.1178243960145142
2026-05-01,2026-04-01,ADD,801720,建筑装饰,,4,0,0.2,0,0.0611341886687846
2026-05-01,2026-04-01,REWEIGHT,801950,煤炭,2,1,0.2,0.2,0.06985354577458737,0.07395588620721065
2026-05-01,2026-04-01,REWEIGHT,801780,银行,4,2,0.2,0.2,0.43795795800564585,0.46842817282576465
2026-05-01,2026-04-01,REWEIGHT,801160,公用事业,5,3,0.2,0.2,0.1178243960145142,0.1424526395066811
2026-05-01,2026-04-01,REWEIGHT,801770,通信,3,5,0.2,0.2,0.20598729433010793,0.25402911279155893
